transaction ID,date,item ID,category,subcategory,brand,unit price,best price,quantity,discount,total,store name,customer ID,payment type,gender,location
33fcab8b-4d07-448c-8f83-3f60cb0ee2b1,2024-07-02,502918,Electronics,TVs,LG,20.38,19.61,5,15.44,82.61,"Morgan, Charles and King",34035,EFTPOS,Female,Brisbane
033f51d1-4400-4edb-acd1-7162c6835314,2025-03-28,370604,Electronics,Phones,Apple,12.85,10.77,3,1.91,30.4,Hines PLC,29930,Cash,Female,Sydney
b0379567-f1c6-4162-bca6-2e1277e56de4,2024-11-26,355181,Electronics,Laptops,LG,16.0,13.28,3,5.68,34.16,Smith-Martin,95440,Cash,Other,Perth
9639855e-e372-47c3-80af-efd4a9b2e03a,2025-03-05,596555,Electronics,TVs,Sony,23.93,21.3,2,7.85,34.75,"Lewis, Woods and Diaz",63426,Credit Card,Other,Brisbane
6ef5c4fe-7360-4ee2-8890-e42fce31009d,2024-04-23,262412,Electronics,Laptops,Sony,25.86,23.45,4,15.01,78.79,Williams PLC,35051,Online,Other,Melbourne
684864a3-f2d9-489f-85b0-8a92f2ec7d43,2025-03-06,205076,Dairy,Yogurt,Anchor,27.1,22.87,5,6.21,108.14,Nguyen-Galvan,13721,Cash,Other,Perth
43b92d80-f64a-4170-94e2-bf27b2399eae,2025-03-10,240895,Dairy,Cheese,Danone,18.61,17.06,3,5.77,45.41,Murphy and Sons,18633,Cash,Female,Sydney
851d3428-b330-4a6e-b975-1f1f0f44354f,2025-03-04,439062,Beverages,Water,Nestle,16.71,14.19,5,0.99,69.96,"Gray, White and Hart",47060,Online,Female,Perth
7ba3ce23-96d0-4d92-8cdc-2712a3d3400c,2024-09-29,644379,Dairy,Yogurt,Yoplait,30.37,30.2,5,12.77,138.23,"Kelly, Jones and Gonzalez",19625,Online,Male,Brisbane
67306bf2-c904-4015-beaa-6da06ed158ab,2024-06-21,678489,Snacks,Biscuits,Cheetos,17.9,15.67,3,8.21,38.8,Dickson Group,98138,Cash,Male,Adelaide
de74132b-520a-4093-80d7-3edcadf60bb9,2025-01-22,629324,Beverages,Soda,Pepsi,24.86,21.51,4,10.73,75.31,Garcia-Adams,25085,Online,Other,Brisbane
89e9ba47-8448-4400-9ee4-6c9db3762eaa,2024-04-14,116862,Electronics,TVs,LG,18.41,16.43,5,9.08,73.07,Rodriguez-Walker,62106,Cash,Other,Perth
0ec8b728-0f42-4593-90aa-924316aa35a6,2024-05-02,954036,Snacks,Popcorn,Doritos,24.7,23.27,5,6.52,109.83,Horn-Ross,60883,Online,Other,Melbourne
8fc257e3-e8bf-4ae0-b350-e844f104ce67,2025-01-24,963973,Snacks,Biscuits,Cheetos,12.86,10.92,4,8.57,35.11,Blevins and Sons,92758,Credit Card,Female,Sydney
97249017-2b28-4776-9010-21f8640aade2,2025-03-19,306578,Dairy,Yogurt,Yoplait,15.03,12.45,5,6.03,56.22,Martinez Inc,43003,EFTPOS,Other,Perth
5f780aa8-473b-4b37-914b-0781d553c796,2024-10-23,752734,Dairy,Milk,Yoplait,14.31,11.91,1,2.06,9.85,Crawford LLC,10567,Cash,Male,Adelaide
9713a41a-38e6-4783-93c0-d123b1c7ec53,2024-05-30,796932,Snacks,Popcorn,Doritos,15.05,12.32,4,4.8,44.48,Owens-Todd,42321,Cash,Other,Sydney
0aee4eb3-de54-4a84-a179-232e54ba75f0,2024-05-30,189907,Beverages,Water,Coca-Cola,16.85,16.0,2,6.03,25.97,"Bryant, Carter and Valdez",84363,Cash,Female,Adelaide
bfea6c65-893b-4c2e-9bb2-d551b3f3f1db,2024-12-16,776946,Electronics,Laptops,Sony,11.58,10.98,5,5.2,49.7,"Snyder, Stephens and Brown",31058,EFTPOS,Female,Adelaide
3ec8f507-d86d-4f1c-afae-a8f79f7fc773,2024-05-27,435652,Beverages,Water,Coca-Cola,28.45,25.65,4,16.93,85.67,"West, Watkins and Jensen",43150,Credit Card,Other,Melbourne
17793704-7e36-4f8e-ba39-b34e6b357853,2024-09-04,657369,Electronics,TVs,LG,20.25,19.07,1,0.46,18.61,"Walter, Harris and Rhodes",70515,Cash,Other,Sydney
cd1fc35d-eb16-4a4f-a260-c45ec45d964b,2025-02-18,721295,Beverages,Soda,Pepsi,17.12,14.79,1,1.49,13.3,Smith-Yoder,24594,Credit Card,Female,Melbourne
ae52d35b-840c-48ed-9ece-2012eae8d045,2024-06-01,706653,Snacks,Popcorn,Doritos,28.63,26.6,2,6.98,46.22,Cantu-Brown,53084,Online,Female,Melbourne
0f4dbb26-01bb-4fb8-ada5-68f230e375f3,2024-09-11,817225,Snacks,Biscuits,Lays,25.41,23.86,4,2.17,93.27,Watson Group,82966,EFTPOS,Female,Melbourne
91ef5814-b0b9-4d06-9aba-954d55dc49db,2024-06-07,736686,Dairy,Milk,Anchor,24.08,23.12,5,7.9,107.7,Powell-Tucker,33261,Cash,Female,Sydney
adf6a586-975e-48b4-8147-ca72ffd80aea,2024-12-18,624064,Electronics,Phones,Sony,21.02,19.9,1,3.13,16.77,Levy-Wagner,78931,Online,Male,Adelaide
54654f19-087d-44b8-9c9c-d717f88c0465,2025-03-21,815378,Dairy,Yogurt,Yoplait,22.02,18.51,5,7.63,84.92,Green-Murphy,29966,Cash,Male,Sydney
8539173b-337f-45c0-b186-03ab7a83a69d,2025-01-01,182343,Snacks,Popcorn,Pringles,17.01,15.22,1,1.36,13.86,"Hernandez, Smith and Thompson",68294,Credit Card,Other,Melbourne
a52bafca-59b5-408c-b416-5b40c7971945,2025-01-31,969966,Snacks,Biscuits,Cheetos,31.43,30.74,5,30.65,123.05,"Morse, Smith and Flores",59567,Credit Card,Other,Perth
04845886-8043-4491-8deb-27d71e6833ae,2024-04-29,517171,Beverages,Juice,Lipton,24.73,20.83,3,3.59,58.9,Wilson-Padilla,88009,Credit Card,Other,Brisbane
cd5e09d6-e9f7-465f-8d3b-475a94d38c4b,2024-07-04,677883,Dairy,Milk,Bega,19.38,18.86,4,3.92,71.52,Bauer LLC,42474,Credit Card,Other,Sydney
13258868-6249-4c0b-9e70-c142dbf4ead7,2024-04-20,896546,Electronics,Laptops,Apple,18.54,16.5,2,3.85,29.15,"Navarro, Green and Potts",38096,Online,Male,Adelaide
0c95753c-9356-4ee4-ae34-7576dfb5a732,2025-02-19,625381,Beverages,Soda,Nestle,21.22,21.18,5,19.4,86.5,Brown Group,77132,Credit Card,Other,Adelaide
f50b5ff5-0b48-4677-864b-42ab8f80eabc,2024-11-10,604178,Beverages,Juice,Coca-Cola,15.62,12.68,2,0.5,24.86,Martinez-Davidson,79382,EFTPOS,Other,Adelaide
a9f459ca-8a64-442d-9611-af82d9605e49,2024-06-03,818356,Snacks,Biscuits,Doritos,25.89,25.2,5,10.66,115.34,"Johnson, Cannon and Armstrong",29126,Cash,Female,Melbourne
16ac9cb5-8795-4506-93cc-89fbb4217957,2024-09-30,635461,Dairy,Yogurt,Anchor,25.17,24.55,2,0.98,48.12,Gamble Ltd,17105,Online,Female,Sydney
b71e87ed-22ce-4177-9cef-179327643ec8,2024-05-25,891674,Electronics,Laptops,Apple,25.5,20.63,2,2.09,39.17,Hall PLC,47573,Online,Other,Melbourne
0251b0d3-cf54-48ce-b5c1-0a32c3606189,2025-02-25,224685,Dairy,Milk,Anchor,28.78,26.32,5,21.14,110.46,"Wilson, Suarez and Miller",64504,EFTPOS,Other,Brisbane
50edbb1b-ab3a-45b7-953f-7c937cfce39d,2024-12-11,278338,Dairy,Cheese,Yoplait,21.91,19.93,5,16.05,83.6,"Greene, Smith and Smith",39654,EFTPOS,Male,Adelaide
d658ed45-2af8-4fdb-a0f6-975ae9f2595c,2024-09-11,924121,Snacks,Biscuits,Doritos,20.24,17.61,1,2.32,15.29,Underwood-Smith,90240,Credit Card,Male,Brisbane
6e1ce64e-1f6d-463d-941f-4e96e06d5924,2024-12-05,695733,Snacks,Biscuits,Cheetos,18.78,15.13,3,3.78,41.61,Moore-Stewart,42675,Cash,Other,Sydney
c8450101-d8b2-414d-9f0b-18b9ecd5a905,2024-10-15,595626,Beverages,Juice,Nestle,12.04,9.75,2,1.49,18.01,Vasquez PLC,23694,Cash,Male,Brisbane
d516b66e-82b4-48d9-aa50-3f0026f04e40,2024-05-05,354129,Beverages,Soda,Coca-Cola,9.29,7.91,1,0.28,7.63,"Williams, Tucker and Blackburn",39147,EFTPOS,Other,Perth
8ad5f18a-1f66-44b8-9e84-c72b865b8d24,2024-12-23,742409,Snacks,Biscuits,Doritos,11.27,9.25,2,1.9,16.6,"Walsh, Gonzalez and Rodriguez",51099,Credit Card,Other,Brisbane
08cf0024-3db7-44ff-9dfe-4a96ec09b63e,2024-08-29,515552,Dairy,Yogurt,Yoplait,14.22,13.59,1,0.81,12.78,"Fuller, Jennings and Gonzalez",38287,Credit Card,Male,Sydney
bfd7037e-8838-4a23-a67c-327c3de743a6,2024-07-18,802262,Beverages,Water,Pepsi,15.01,13.86,4,6.1,49.34,"Adkins, Leon and Vasquez",86978,Credit Card,Female,Sydney
816ba903-f930-429c-900a-5e4dba21db19,2024-08-14,996881,Dairy,Yogurt,Yoplait,15.22,14.52,4,0.55,57.53,Williams and Sons,58724,Cash,Male,Perth
3edc39bb-9faa-4ccf-90b0-1004f800368e,2024-11-22,434693,Beverages,Juice,Lipton,20.44,18.3,1,2.17,16.13,"Woods, Alvarado and Huffman",25647,EFTPOS,Male,Brisbane
63fcec87-4e93-41df-b9ee-f4871b8eedf4,2025-03-30,614824,Beverages,Juice,Nestle,22.48,19.9,4,10.5,69.1,"Bryant, Hill and Miranda",36381,Online,Female,Melbourne
7cf6435d-f248-46ab-b062-b5da7ca2e2e6,2024-06-10,330397,Dairy,Milk,Bega,18.41,18.38,4,2.74,70.78,Gibbs-Garcia,11020,Cash,Other,Perth
5f291aa5-8f62-4f2a-aa13-56fea09735aa,2024-11-24,126717,Dairy,Milk,Danone,26.99,26.63,1,3.44,23.19,Taylor-Chen,68096,Cash,Female,Brisbane
8b9a8e93-27f9-4a45-bbd4-7b2f1cd799b7,2024-12-07,213226,Snacks,Popcorn,Doritos,19.31,17.99,1,1.89,16.1,"Montes, Hicks and Young",21822,Credit Card,Male,Brisbane
ad2aae5c-bb38-4ab3-b1f4-8ba7dfe29e74,2024-08-07,260498,Beverages,Water,Pepsi,21.09,18.97,5,18.2,76.65,"Jacobson, York and Mercado",51486,EFTPOS,Male,Sydney
db1d3959-dbc3-4ea2-8a34-aa753ecd8c7a,2024-12-31,633585,Beverages,Juice,Pepsi,20.45,18.49,2,6.08,30.9,Oneill LLC,66371,Online,Female,Melbourne
00a12192-1a8b-4c83-ad21-ab9cdce89460,2024-11-28,401690,Electronics,Laptops,Sony,19.57,17.29,5,15.65,70.8,Campbell Group,82808,Credit Card,Other,Perth
03ebb40e-1113-40f1-93ed-7c5e1946294f,2024-10-03,329021,Dairy,Milk,Bega,8.87,7.67,2,1.1,14.24,"Lambert, Edwards and Baldwin",76088,Credit Card,Male,Melbourne
d69f4c1d-5e59-484b-aafb-bc4e9626cb5d,2024-08-15,354707,Beverages,Water,Nestle,17.58,17.01,1,1.7,15.31,"Lee, Vasquez and Maldonado",49958,Credit Card,Male,Brisbane
2ce780a5-ed9a-4a50-8a74-772b74c5d3a5,2024-08-29,482186,Electronics,Laptops,Sony,18.03,14.46,4,5.78,52.06,Lynch PLC,84293,EFTPOS,Female,Sydney
25256b7b-634a-4f0f-8e32-4c674b835ee7,2025-01-12,554750,Dairy,Yogurt,Danone,23.69,23.64,4,6.18,88.38,Walker-Weaver,93016,Online,Female,Brisbane
7a4e762d-9293-4f79-990b-46efa37f08f9,2024-06-20,629275,Beverages,Water,Coca-Cola,23.83,20.82,2,8.23,33.41,Newman Group,96534,EFTPOS,Male,Sydney
aba2bd12-55d1-41c5-828a-5b9bc9de35a4,2024-06-17,618005,Beverages,Water,Lipton,27.33,23.35,1,2.39,20.96,Jones-White,23286,EFTPOS,Female,Melbourne
13354e3f-3a56-4f64-8177-d65993e4c917,2025-01-18,927396,Snacks,Popcorn,Lays,19.51,19.47,5,13.42,83.93,Graham Inc,73186,Credit Card,Female,Sydney
e1ffdefa-0bc3-43e2-9570-6ee583a67eae,2025-03-19,140145,Beverages,Water,Lipton,26.86,22.95,5,16.69,98.06,Harmon-Patrick,37806,EFTPOS,Male,Sydney
4cff2dbc-770d-413c-885c-c0a40c013882,2024-12-23,762781,Beverages,Water,Nestle,13.67,13.47,5,6.19,61.16,Finley Group,64520,Credit Card,Other,Brisbane
8c24a3fa-d72c-47db-9989-0519e24314f2,2024-07-16,915921,Dairy,Milk,Danone,24.3,22.64,1,3.99,18.65,Hobbs-Barber,57446,Online,Female,Brisbane
3348a073-40dc-431b-91e1-9b4751aac1fa,2025-02-21,645168,Snacks,Popcorn,Lays,14.07,13.72,1,1.54,12.18,Jones-Hansen,94763,Credit Card,Other,Brisbane
3eb0b255-5bd7-4747-abcc-99cc8118dad8,2024-11-22,704021,Electronics,Phones,Samsung,14.54,13.69,1,1.89,11.8,Hensley-Gomez,43269,EFTPOS,Other,Brisbane
629fecc4-530a-465e-b61b-d8e60146f352,2024-07-13,988448,Beverages,Juice,Pepsi,17.76,15.13,4,8.08,52.44,Wilson Inc,71424,Online,Male,Adelaide
6d4a615b-eaf1-41a1-9e10-f724a4b197cd,2025-01-24,518920,Dairy,Yogurt,Yoplait,20.89,17.53,1,3.21,14.32,Parks-Schroeder,84118,Online,Other,Melbourne
93d8912a-413a-4240-8ced-a5e06cd418f8,2025-01-18,381911,Electronics,Phones,Apple,16.42,15.35,3,1.79,44.26,Porter-Patton,97787,EFTPOS,Female,Brisbane
c9868e19-3818-4bcd-a6e7-2f83cf509e57,2024-04-15,325994,Beverages,Water,Lipton,19.8,16.7,3,1.67,48.43,"Chaney, Lewis and Gomez",22502,Online,Male,Melbourne
a66f3bac-ce7d-447f-b5e6-1fe577c2ab53,2024-12-24,446797,Electronics,Phones,Samsung,18.62,16.96,1,2.63,14.33,Swanson and Sons,11189,Credit Card,Female,Brisbane
f17de7d9-7f11-4814-9b38-6fd86ed3287b,2024-07-24,274411,Dairy,Cheese,Yoplait,13.36,12.82,5,6.68,57.42,"Jenkins, Perry and Rogers",85547,Credit Card,Female,Adelaide
432c36de-5aff-4e7d-a342-49edf5f201a9,2024-08-14,403650,Snacks,Biscuits,Doritos,20.95,17.99,3,6.57,47.4,Barker Group,61849,EFTPOS,Male,Adelaide
409b675f-e3ab-410e-9fc2-17932dd9eff6,2024-05-02,723325,Snacks,Popcorn,Doritos,21.45,19.63,2,4.01,35.25,Ross-Brooks,38279,Cash,Other,Perth
7a48e62b-1538-470d-bfeb-06f21d6b8a60,2025-01-06,269695,Beverages,Water,Lipton,14.35,14.31,5,13.67,57.88,Bauer LLC,49900,EFTPOS,Female,Adelaide
4fbad277-4803-49bc-970e-01fe0b74f264,2024-08-13,342312,Beverages,Soda,Lipton,23.59,21.18,3,0.68,62.86,"Chen, Ingram and Hansen",79788,Online,Male,Adelaide
b7c685df-ec39-4f69-a52d-63c31ef8fad7,2024-06-28,565193,Snacks,Biscuits,Cheetos,14.51,13.77,5,5.15,63.7,Patel-Roberts,47503,EFTPOS,Male,Perth
32457476-9b15-461c-8ba5-c46b57685de7,2024-05-04,402800,Snacks,Biscuits,Doritos,27.89,24.87,2,4.06,45.68,"Key, Stokes and Chang",28052,EFTPOS,Female,Brisbane
d89694c7-a89d-4a9d-ba6a-e46979262b1c,2024-12-20,361223,Electronics,Phones,Samsung,17.42,16.17,4,6.73,57.95,"Petty, Caldwell and Haney",18489,Cash,Female,Brisbane
39f3d0a6-f048-4d3f-9076-f02bfe702164,2024-06-26,138121,Snacks,Popcorn,Doritos,24.46,24.44,4,5.97,91.79,Davidson Group,27110,Online,Male,Perth
38234f42-1d63-43a8-847a-5d9cbe592bf5,2025-04-01,876401,Dairy,Yogurt,Yoplait,19.53,18.7,1,3.05,15.65,Cherry Ltd,18193,Credit Card,Other,Perth
1f1ae4e9-519e-41b8-99e3-7289b053c607,2024-04-18,318667,Beverages,Water,Nestle,18.21,17.94,2,3.19,32.69,"Cooper, Jordan and Ortega",85838,Cash,Female,Sydney
313b09da-bc99-4cf8-a576-c2a7fc706356,2024-06-16,110095,Beverages,Juice,Pepsi,24.7,22.05,1,3.1,18.95,Smith-Rodriguez,19829,EFTPOS,Male,Perth
