Transaction ID,Customer ID,Gender,Category,Product,Brand,Item ID,Quantity,Unit Price,Discount,Best Price,Total Price,Store,Location,Payment Method,Date
888c1423-3cca-4eiff-b4af-28a43dea3c21,bec5fb5a-161b-47fd-a8cb-12f90dc130cp,Other,Pantry,Tomato Sauce,Heinz,ITEM1009,5,48.93,0.04,46.8,234.0,Coles,Darwin,Credit Card,2025-01-15
faaa9fb8-5da0-be8e-ae2c-dc02fc455bf1,ba6af4es-06c5-4dd4-AF0A-EABBE4CBBBCB,Other,Seafood,Tuna,John West,ITEM1016,5,31.13,0.07,28.99,144.95,Coles,Adelaide,Debit Card,2025-03-15
fc9f9824-38ad-40f0-adec-113ec6e4e549,1b932fab-83dc-4aph-91c6-9ty0fazl43a0,Male,Fruit & Veg,Onion,Happy Veg,ITEM1005,2,10.24,0.25,7.67,15.34,Coles,Melbourne,PayPal,2025-01-17
cd433d6c-349f-4 7ff-89$75-$33.99,447beae9-cc086$20-45-$17.91,Male,Pantry,Flour,Arnott’s,ITEM1011,5,31.84,0.18,25.78,128.9,Coles,Perth,Debit Card,2025-03-07
337bd6F7-1688-4e44-b888-aa0df8c43252,502a06e6-288b-4610-93ba-f7e44aa4a85c,Female,Frozen Foods,Frozen Pizza,McCain,ITEM1024,3,43.51,0.14,37.25,111.75,Coles,Adelaide,Debit Card,2025-03-08
f6ec1be3-2951-43b3-a0b8-cd2c3a0eee5e,e4acc864-b1bc-4cf7-a294-49102746xcb5,Other,Beverages,Orange Juice,Daily Juice,ITEM1029,1,25.49,0.27,18.44,18.44,Coles,Melbourne,Credit Card,2025-03-21
61cb5d34-c859-4f20-b87e-a03bb3c7b5sc1,efecdm85-4af8-449a-ac6e-fb12pHbtFcts,Male,Seafood,Tuna,John West,ITEM1016,2,3.18,0.04,3.09,6.18,Coles,Perth,Credit Card,2025-02-01
ffaa90a5-fda7-4477-854f-8ca5ea454013,eddfad12-bf8c-4080-9af9-fcda25dd4e5c,Other,Dairy,Cheese,Bega,ITEM1020,3,11.83,0.11,10.63,32.99,Coles,Canberra,Cash,2025-03-01
dcba408e-76ab-4cfc-bah9-d0927f13dfa0,8f61c785-951d-4e2d-ae2a-090fd097efx,Female,Snacks,Chocolate,Cadbury,ITEM1034,2,47.78,0.14,41.1,82.2,Coles,Adelaide,Debit Card,2025-01-23
e21ae2a7-0959-48f4-be28-8b847fada38a,7ede8 dfb-dfia-igak-9hj2-5qar-e67699cd98d8,Other,Fruit & Veg,Broccoli,Fresh Select,ITEM1003,3,1.52,0.16,1.25,3.75,Coles,Melbourne,PayPal,2025-02-04
6ee94e48-8b64-46e5-b78fa9chafxc,65eb553db92a1m4wMLVNCTRL,Other,Seafood,Salmon,Huon,ITEM1014,1,42.5,0.03,41.31,41.31,Coles,Sydney,Credit Card,2025-02-15
fe988a99-add0-4ef5-ab20-3ac47e7e7f7a,0f8f0593-9519-4eff-b2de-8d Sebring Ave South Australia,Male,Frozen Foods,Ice Cream,Peters,ITEM1027,3,15.9,0.13,13.96,41.88,Coles,Perth,Credit Card,2025-01-23
bcce8458-add5-4bf2-afère-9cf31specificationChangeEvent,bec8fdff-95e1-4F16-BD9D-8E4BA0EDJ78C,Other,Seafood,Tuna,John West,ITEM1016,1,14.59,0.15,12.39,12.39,Coles,Hobart,Credit Card,2025-03-22
aa4ed48f-dcb2-429d-ad22-ddda7efb9bd0,3c3f78 c0-77fb-b385-ab3a-9echangeablepattern,Male,Pantry,Tomato Sauce,Heinz,ITEM1009,5,21.43,0.11,18.85,94.25,Coles,Perth,Debit Card,2025-03-10
cd4438be-3b8a-42e2-ae6e-6a3ae08f177e,1047c80e-c5c1-415c-ad31-de9decb21792,Male,Seafood,Barramundi,Cone Bay,ITEM1018,5,28.67,0.08,26.13,130.65,Coles,Adelaide,Cash,2025-03-24
042db2a3-af38-4c79-8236-ca1de052d4fe,3016000a-dce6-4fdat-b1eb-8177e6d5ee8e,Female,Beverages,Tea,Lipton,ITEM1031,3,42.07,0.19,33.43,100.29,Coles,Hobart,Credit Card,2025-04-02
d30373e1-8b58-45b2-9329-1a4ук5st6cm,ec979e4f-3e78-4b55-bb85-5c889bdf998e,Male,Snacks,Popcorn,Cobs,ITEM1036,5,18.51,0.11,16.75,83.75,Coles,Brisbane,Debit Card,2025-04-02
e565a3d3-e87d-4ff6-a33b-dc671fe58760,78227c8e-9f23-4d4c-b451-b67d7p54fe96,Male,Snacks,Cookies,Arnott’s,ITEM1035,2,43.8,0.03,42.37,84.74,Coles,Canberra,PayPal,2025-03-14
87c0241e-0a10-4a20-8f1c-3a8c9ed5cc6b,d2ea4455-fbcf-4fba-8f27-17aece1af473,Other,Dairy,Cheese,Bega,ITEM1020,5,9.59,0.24,7.45,37.25,Coles,Canberra,Cash,2025-02-08
6db73163-9b0b-4bb2-8ec4-7efcddbde695,abfcFEsm-CC36-3A2C-BDZ6-6e1616B6FC8C,Male,Seafood,Barramundi,Cone Bay,ITEM1018,1,45.01,0.1,40.67,40.67,Coles,Adelaide,Credit Card,2025-03-28
f8e07614-bc2e-4574-bbe6-6861vz8g3036,ea0808e4-e7dd-41d1-bttl-3e233fcbc28a,Other,Frozen Foods,Ice Cream,Peters,ITEM1027,1,2.44,0.29,1.71,1.71,Coles,Sydney,Credit Card,2025-02-12
"e9deb61p7c1d6 águas calientes, coahuila, mexico",eu450260-estado-mesa-de-agua,Male,Snacks,Popcorn,Cobs,ITEM1036,5,27.65,0.27,20.18,100.9,Coles,Brisbane,Cash,2025-01-15
ee3fa59b-2cf2-453d-ace7-d52c99ec1733,fc37e89e-28a2-4d39-90k7-dcw652be7df0,Male,Fruit & Veg,Carrot,Aussie Farms,ITEM1002,1,29.36,0.14,25.58,25.58,Coles,Brisbane,Debit Card,2025-03-24
a65524eb-a2c6-430e-aa45-a8fb21f3ce54,db1kind-user-kind-customer,Female,Seafood,Tuna,John West,ITEM1016,3,11.08,0.03,10.67,31.81,Coles,Canberra,Debit Card,2025-03-02
cc1db690-0333-464b-A314-DBE0DC6BDBC8,1dd589e5-1a6b-4a25-AEFC-9FEBC0B6EF03,Male,Pantry,Flour,White Wings,ITEM1011,2,12.72,0.23,9.83,19.66,Coles,Adelaide,Cash,2025-02-14
bfc82174-d05b-4f9g-ae3a-62e085bdedda,cf7aa8a2-a0cb-4cc6-a24c-dd984336bbb7,Other,Fruit & Veg,Potato,SpudLite,ITEM1004,1,5.04,0.17,4.18,4.18,Coles,Adelaide,Cash,2025-04-04
acdb9faf-dfef-4dc2-ba2f-9433abeb9413,ea00a0ff-cul4a544-dynamiclink-ebdda5a086de,Male,Dairy,Cheese,Bega,ITEM1020,3,38.87,0.2,30.87,92.61,Coles,Sydney,Debit Card,2025-01-05
1a989bf2-5a02-4b84-b05f-9cf33d03fb14,fe5f85bb-b8fc-4103-ad54-ca0f9cd68fra,Male,Snacks,Cookies,Arnott’s,ITEM1035,3,20.89,0.02,20.42,61.26,Coles,Canberra,PayPal,2025-03-12
1a778d5f-BA00-4AC3-BE0A-FBBAE482AFB0,6DBABBFB-BF93-4CF4-9EB0-FFFD3C5CBD6D,Other,Frozen Foods,Frozen Pizza,McCain,ITEM1024,3,11.02,0.24,8.53,25.59,Coles,Perth,Debit Card,2025-03-04
5e2f601c-8729-4aea-bd23-bdc97c9od6af,df752ba4-6ea1-4376-9d07-260fbda8496a,Male,Fruit & Veg,Apple,Pink Lady,ITEM1000,5,20.42,0.07,19.36,96.8,Coles,Perth,Credit Card,2025-02-23
eea4bcea-aa4c-4you-db19-lc14c4e47e63,abbbada9-cafiéslihgctvunaol8j,Other,Seafood,Tuna,John West,ITEM1016,4,11.37,0.09,10.13,40.52,Coles,Canberra,Debit Card,2025-03-12
ff4e6fe1-4eddc-4399-85bb-fbc8618dd45c,e216ac15-dcf5-478ecaf359c5,Female,Snacks,Cookies,Arnott’s,ITEM1035,1,18.53,0.26,13.82,13.82,Coles,Darwin,Cash,2025-01-26
1f54d920-6e10-44ef-bccb-b118ris44e0door,fc6d1d95-1cd5-4f30-a516-9460bd69ebcb,Female,Snacks,Popcorn,Cobs,ITEM1036,2,2.16,0.24,1.58,3.16,Coles,Hobart,Credit Card,2025-03-29
bbbeefdb-4042-4EA8-8BF3-BBBBBC7DBDBC,7N3CCC0C-0FB9-4FF6-A91F-4FC3EDCBD0D5,Female,Frozen Foods,Ice Cream,Peters,ITEM1027,2,3.16,0.22,2.45,4.9,Coles,Brisbane,Debit Card,2025-03-08
b510c98a-d1bd-4610-aa8b-398cdc07b2a9,fe963baa-a3e5-438d-9477-9a1b6446a561,Other,Fruit & Veg,Broccoli,Fresh Select,ITEM1003,1,12.78,0.08,11.85,11.85,Coles,Sydney,Cash,2025-01-31
582fa3fe-c91e-4f03-b304-695488e08459,e86cd0di-8f8c-4d92-arse-fourstarfarmer,Male,Pantry,Tomato Sauce,Heinz,ITEM1009,1,7.41,0.12,6.31,6.31,Coles,Hobart,Debit Card,2025-01-04
2d40ec6a-38ef-4957-ad9b-57798d6336ee,759b1a60-d461-4b2f-b8c8-bc22163d3 Fourcy Effect,Other,Fruit & Veg,Onion,Happy Veg,ITEM1005,5,39.73,0.05,37.85,189.25,Coles,Melbourne,Cash,2025-02-08
796e0dd4-c3ee-4b2a-85bf-f122cb54dbad,d4ac36a4-0af1-487c-a8de-9e812ffcdfb2,Male,Frozen Foods,Ice Cream,Peters,ITEM1027,5,6.99,0.09,6.42,32.1,Coles,Hobart,Debit Card,2025-03-28
2b09654a-preferred-payment,1ebcbe73-preferred-paid-in-cash,Male,Snacks,Cookies,Arnott’s,ITEM1035,5,8.72,0.02,8.54,42.7,Coles,Canberra,Cash,2025-02-14
5cc6fa97-5cd7-4nsx-a85f-38fe0fc04940,edbcfe63-82w4-4v6-a109-ddcbdf4cff8b,Other,Pantry,Tomato Sauce,Heinz,ITEM1009,1,48.85,0.13,43.03,43.03,Coles,Adelaide,Credit Card,2025-02-20
5adadd99-c6fd-4176-ac67-683bd1f2bel0,cd5da3e2-595e-48ma-8c46-fc25e0d22607,Male,Snacks,Popcorn,Cobs,ITEM1036,5,19.71,0.17,16.67,83.35,Coles,Canberra,Cash,2025-03-07
7f1354d2-a8cs-491f-bac6-45e6ae6562c3,"dbde0ddf-05fb-4bc8-af13-483ea086f53,",Male,Dairy,Milk,Devondale,ITEM1019,1,2.97,0.11,2.65,2.65,Coles,Hobart,Cash,2025-02-14
258fef6b-daba-4f1d-8474-9bb329ed0d68,d2acc273-A60C-48E4-8E93-BF216322ABAF,Other,Beverages,Orange Juice,Daily Juice,ITEM1029,5,45.73,0.17,37.77,188.85,Coles,Perth,Debit Card,2025-01-25
dafa7087-4e92-4748-a7fc-f3053bb2d15c,e0db6dd4-3r85-42ze-a995-9cd819bed550,Female,Fruit & Veg,Apple,Pink Lady,ITEM1000,3,28.24,0.04,27.37,81.11,Coles,Canberra,Debit Card,2025-03-25
e6ba763e-bd01-4a21-b84bio7vcixj-2,pe51cb2n-ded0-46e3-九條鱼-chtbsjmhgcbsfsbmlteztvygrgea,Female,Frozen Foods,Ice Cream,Peters,ITEM1027,1,24.31,0.07,22.6,22.6,Coles,Sydney,PayPal,2025-01-17
feefabfd-3443-4783-ee77-918753f8395 kamenjyunko,nationalparkjourney.com.au,Female,Pantry,Flour,White Wings,ITEM1011,3,23.24,0.28,16.47,49.31,Coles,Perth,Debit Card,2025-03-30
bd55d9a4-ee8c-4biberg-b978-aa668c34768e,ce6c127d-852a-4225-ba63-396bc2afe94a,Other,Dairy,Butter,Western Star,ITEM1022,3,18.56,0.21,14.58,43.74,Coles,Canberra,Cash,2025-02-27
a9ea964a-6bb7-4242-9928-caad55496115,105720cf-dbda-4a14-ba30-0903746afcfc,Female,Snacks,Cookies,Arnott’s,ITEM1035,3,12.88,0.13,11.1,33.3,Coles,Adelaide,PayPal,2025-02-06
c765893b-a516-42b8-bba3-537a0f802323,dfe9eadf-8a27-48be-9e2b-11b52195DriverCare.com.au,Female,Seafood,Barramundi,Cone Bay,ITEM1018,3,30.02,0.27,21.82,65.46,Coles,Adelaide,Credit Card,2025-03-14
4c9b52ba-a51a-4 žemuška na Päivän ja Paakko.,df7b8eca-ab5a-4Čt-BA3A-62406c833339,Female,Pantry,Salt,Saxa,ITEM1013,3,5.18,0.18,4.13,12.49,Coles,Canberra,Cash,2025-03-12
9761d78f-50fa-4a52-b93c-cc9a8ad2df84,af3c13e7-04fd-47bc-8cac-ge6fb2bcf523,Female,Snacks,Nuts,Sunsol,ITEM1037,2,38.99,0.22,30.82,61.64,Coles,Adelaide,Credit Card,2025-02-20
edbb8432-ce1b-4f84-96ee-e3a8gbt3a4efi.png,3137bee6-dafm-4db8-a849-abd552e9979e,Other,Seafood,Tuna,John West,ITEM1016,2,39.98,0.25,29.97,59.94,Coles,Darwin,Cash,2025-03-10
ebb595af-8ca7-4f87-bfaa-fc7541844bb1,2cb7ea03-59bd-45a2-9f4e-eaxis5z05abc2,Male,Pantry,Flour,White Wings,ITEM1011,5,12.73,0.13,11.19,55.95,Coles,Canberra,Debit Card,2025-03-20
3dd3e724-c602-438d-abe1-2be44a33038e,7dc9bc82-7ba0-4f08-a098-e16409d81eb1,Male,Seafood,Salmon,Huon,ITEM1014,1,35.01,0.06,33.01,33.01,Coles,Perth,Credit Card,2025-02-10
e2f3c5fd-8d63-48ab-981b-394cd038b875,6ca8480c-0982-468a-bec0-c9a90ec695e9,Male,Pantry,Tomato Sauce,Heinz,ITEM1009,1,34.47,0.19,27.72,27.72,Coles,Sydney,Debit Card,2025-01-27
4864609a-50e1-40da-a099-264f46e94d23,afff7db8-af9a-48f6-a991-14794bie07rs,Other,Beverages,Tea,Lipton,ITEM1031,1,32.38,0.04,31.17,31.17,Coles,Darwin,PayPal,2025-02-25
3423c16a-fa02-4ffd-926e-d16487a463a2,6ddada47-06a6-4361-9b79-bad8cc507cmtilxor75c,Female,Fruit & Veg,Apple,Pink Lady,ITEM1000,3,49.74,0.27,36.68,109.94,Coles,Brisbane,Credit Card,2025-02-05
8e4b49e1-f7d3-4555-AE3E-D0CD6A5BF411,DB81FC2F-EC79-49D1-BDAC-07BE0FAFF9F2,Other,Seafood,Barramundi,Cone Bay,ITEM1018,4,28.66,0.14,24.27,97.08,Coles,Sydney,Cash,2025-03-23
a7646efb-49e8-4c3d-bb5c-12cb8fitvdc6,ab0df08f-2185-4fc1-bd1c-ddafe8644919,Other,Seafood,Salmon,Huon,ITEM1014,3,7.29,0.09,6.65,19.05,Coles,Sydney,Credit Card,2025-04-02
fb7333ca-2223-45bf-80ff-dbecfa1455fd,aa3b5f8cs-85ee-4c91-a86sk-----,Female,Dairy,Cheese,Bega,ITEM1020,5,24.39,0.04,23.27,116.35,Coles,Adelaide,Debit Card,2025-01-19
bcce8458-eda0-43ff-ba15-717astrumpet,30b07fb0-eo54-4516-9 c1 O b e,Other,Snacks,Chocolate,Cadbury,ITEM1034,2,12.12,0.12,10.59,21.18,Coles,Perth,Credit Card,2025-01-31
4574da34-d109-41d2-scale-with-growing-popularity,efe236e3-3a48-47b5-bad1-4eddda2c9a3c,Other,Seafood,Salmon,Huon,ITEM1014,3,8.96,0.18,7.45,23.35,Coles,Canberra,Debit Card,2025-01-12
cfefeca5-dd2a-4d11-a596-991e3829ea58,f9142d8f-ead3-4cef-a9cb-52ee271d73ad,Male,Frozen Foods,Ice Cream,Peters,ITEM1027,3,29.37,0.07,27.33,81.99,Coles,Perth,Credit Card,2025-03-13
cbad298c316e69121efc8d0663usmrr,eddmison38962cfuncsvc54afc99cuspligetoday,Other,Frozen Foods,Ice Cream,Peters,ITEM1027,3,9.27,0.2,7.48,23.44,Coles,Perth,Cash,2025-03-31
70bbe406-45C0-4ED3-A68E-CAEFFFBD8C60,85dedd1badb9aCtem4BEaiTAVTeWwoYJ,Male,Dairy,Cheese,Arnott’s,ITEM1020,3,42.38,0.11,37.31,111.93,Coles,Canberra,PayPal,2025-01-18
cce1e54d-0bc0-4bb8-aab2-3789cdbfefbe,feab54rd-3781-478a-bd30-cf7a1a922d5d,Other,Seafood,Barramundi,Cone Bay,ITEM1018,1,26.27,0.25,20.45,20.45,Coles,Adelaide,Debit Card,2025-03-11
fd7c1678-728c-47f2-830b-101cffb5d6fb,ae1db525-dc93-4acc-b778-offabase55c257d,Male,Dairy,Cheese,Bega,ITEM1020,3,15.33,0.04,14.57,43.61,Coles,Canberra,Cash,2025-01-22
03f02af0-0804-482d-b323-cbec3e8420ad,ea070cbe-ac37-4hel-aa80-c71fc3btg4lo,Male,Pantry,Tomato Sauce,Heinz,ITEM1009,1,13.24,0.01,13.07,13.07,Coles,Perth,Credit Card,2025-02-02
6f023048-cb68-433b-be46-27c14e4673bf,"56d91,7d8e-0fc3-8e4e-de0e-77ahnf86hung",Other,Dairy,Milk,Devondale,ITEM1019,3,15.48,0.3,9.62,28.86,Coles,Adelaide,Credit Card,2025-01-27
8cc8e2eb-3402-4alt-8f00-43988cd34b5c,fa5595d2-5df4-426b-a1a8-1efc41be41a2,Female,Snacks,Chips,Smith’s,ITEM1033,1,35.73,0.01,35.43,35.43,Coles,Melbourne,Credit Card,2025-04-02
0d5524d5-c3f3-471c-a965-8f0d520bbe41,7e38bis7-7245-4xxx-8788-2xue3vfszz30,Other,Snacks,Popcorn,Cobs,ITEM1036,3,11.57,0.15,10.02,30.06,Coles,Brisbane,Cash,2025-03-25
a9fe5525-9319-4ld5-93fr-2ce46e210e47,8597f642-16a3-4f05-8174-164b316553c0,Male,Seafood,Tuna,John West,ITEM1016,2,7.88,0.17,6.73,13.46,Coles,Canberra,PayPal,2025-02-07
94f23aea-5b7c-46cb-9e08-137dcd2f8ee7,ba072af4-43e9-48d4-a316-e69246ce2bec,Other,Snacks,Chips,Smith’s,ITEM1033,5,2.43,0.16,2.04,10.2,Coles,Adelaide,Debit Card,2025-01-18
cfe24cc8-554d-43ca-9247-3ef86cf43e4e,ea7értönsejrÃ©kÃ©-gMiddleton-RhondaMiddleton,Female,Seafood,Tuna,John West,ITEM1016,3,26.63,0.17,21.92,65.76,Coles,Canberra,Cash,2025-01-18
cac1b5ae-50a9-4aa6-bb55-5bb3cc21f8e6,7eb38dff-3316-4c91-86bf-8197bd16786f,Female,Snacks,Cookies,Arnott’s,ITEM1035,4,3.68,0.17,3.06,12.24,Coles,Darwin,Credit Card,2025-03-31
cd0b1df1-00d7-4bf3-913f-f1130526cca5,cf7abc2c-9e2c-4089-bbe2-28a3fd1de5da,Other,Seafood,Tuna,John West,ITEM1016,3,15.02,0.27,11.11,33.33,Coles,Perth,Debit Card,2025-02-08
a1ee273e-af9b-4878-a05e-bc2c55efdc2d,14caecab-7440-4A0C-BD1C-6DDAE7B8EE0E,Other,Pantry,Tomato Sauce,Heinz,ITEM1009,5,30.15,0.26,22.92,114.6,Coles,Canberra,Cash,2025-04-01
fb6ad776-a01f-43fd-be8e-b12ifc24xcd1,1e77f52a-ddba-4644-9fa6-f5aba04faca7,Female,Snacks,Chocolate,Cadbury,ITEM1034,4,33.31,0.21,26.55,106.25,Coles,Adelaide,PayPal,2025-02-18
9ea113ec-38e9-44Fe-BBEB-8CF09BECEC5,fc2accdd-523d-4cef-9CBD-CD3AFF13FF33,Male,Pantry,Rice,SunRice,ITEM1007,4,28.99,0.17,23.47,94.88,Coles,Hobart,Debit Card,2025-01-20
6a8c5114-f4a0-4778-9b4e-612609b24e63,c3111fsckcso455c-9232-4833-97ff-6241f3db37e4,Other,Frozen Foods,Ice Cream,Peters,ITEM1027,4,35.01,0.09,32.01,128.04,Coles,Canberra,Debit Card,2025-02-14
2f87309a-8b5c-46d1-ad62-1ea6cca4431c,ae1db504-bf0a-4urc-bd18-92af086f00ef,Male,Frozen Foods,Ice Cream,Peters,ITEM1027,5,4.33,0.11,3.87,19.35,Coles,Hobart,Cash,2025-02-10
fb03230e-1aa9-49be-baob-24bindemmit-kelly,ee921ery-44e0-4a52-acd0-a3xoko7v2k5l,Other,Snacks,Cookies,Arnott’s,ITEM1035,2,46.79,0.22,37.41,74.82,Coles,Adelaide,Credit Card,2025-02-17
5bb780a7-2f3c-4ca4-a6cf-4ed81604d9ff,3edfff16-c9bc-4ec3-90cb-2fa6a4244ccd,Female,Seafood,Tuna,John West,ITEM1016,5,22.05,0.18,17.21,86.05,Coles,Darwin,Debit Card,2025-02-10
7feaeb45-0614-46dc-b718-177866dfbbbc,980axinx-mnndrwnkaqrwabddfpprmabaawi,Other,Fruit & Veg,Broccoli,Fresh Select,ITEM1003,3,41.44,0.26,30.38,91.14,Coles,Perth,Debit Card,2025-02-08
9effb00e-pdb-database-adapter-SQLite,db_customer_3fa6b9cc-3118-4c82-af25-7c8428d7e0c9,Other,Beverages,Orange Juice,Daily Juice,ITEM1029,1,17.08,0.2,13.64,13.64,Coles,Hobart,Credit Card,2025-01-25
b42049e1-b23f-4aeb-a326-f9243aecann,2645f42c-79bb-453b-978b-3e6bdc63904c,Male,Frozen Foods,Frozen Pizza,McCain,ITEM1024,5,31.57,0.13,27.6,138.0,Coles,Adelaide,PayPal,2025-04-02
80f505de-838b-468b-9948-9985664d0d19,8f1efe2d-9dbc-472a-a10a-5725bd97uppg,Male,Snacks,Chocolate,Cadbury,ITEM1034,5,30.07,0.0,30.07,15.4,Coles,Adelaide,Credit Card,2025-01-16
e25c0364-a1b8-49fa-8bb0-fcb3fbeb26d7,497efbe5-da91-4783-a266-0deoc6f85629,Male,Pantry,Tomato Sauce,Heinz,ITEM1009,1,6.47,0.17,5.31,5.31,Coles,Perth,Debit Card,2025-03-13
dfedafeman83ae2f0bd4e_NP,d5ac0869-db29-4c39-bad5-ba0fd1k4r1bc,Female,Snacks,Chips,Smith’s,ITEM1033,4,19.36,0.28,13.96,55.64,Coles,Adelaide,Cash,2025-01-24
ff3738a7-9113-41cc-9fab-b2d05dd62aec,fc2fe05e-add6-4659-8fil-999999999999,Other,Seafood,Barramundi,Cone Bay,ITEM1018,5,37.93,0.29,27.67,138.35,Coles,Canberra,Credit Card,2025-01-29
ffe23036-fefe-4ee4-924b-24adowabf020,b13e5321-f62c-4c41-8951-9e7781d5f25d,Other,Fruit & Veg,Onion,Happy Veg,ITEM1005,4,32.05,0.09,28.85,115.4,Coles,Melbourne,Credit Card,2025-01-24
ca8cd037-24d4-4c91-afc0-1cf02sibbs3gr,7q50svv5-08lh-x48a-ud8a-7idammak5z2vc,Male,Pantry,Flour,White Wings,ITEM1011,3,18.63,0.28,13.63,40.89,Coles,Brisbane,Debit Card,2025-03-11
e01ed4da-9156-4287-8e45-2e1eu80baffc,036399db-072f-40f5-9cA4-ddc464448089,Female,Frozen Foods,Ice Cream,Peters,ITEM1027,2,48.13,0.0,48.13,96.26,Coles,Melbourne,Cash,2025-01-13
3564f5b1-c0e9-42a8-8999-d7bb00p4hml7,ff2695c8-m6308ito2dlfwndff,Male,Fruit & Veg,Carrot,Aussie Farms,ITEM1002,3,4.88,0.19,3.96,11.88,Coles,Canberra,Debit Card,2025-02-24
