item_id,item_name,brand,category,best_price,unit_price,total_price,discount,quantity,unit_type,date,sub_category,transaction_id
933088,Wonka Runts Fruit Candy,Sabco,Snacks & Confectionery,7.24,14.71,23.49,46.76,3,each,2025-02-28,Snacks,c7575d30-246f-470e-98a4-4af51f21738c
591819,Chobani Yogurt,Mainland,"Dairy, Eggs & Fridge",2.83,13.08,6.75,48.36,1,Kg,2025-02-25,Beverages,cdca9a8a-3080-42aa-a918-d192b47631c2
284437,Lindt Excellence Chocolate,Wonka,Snacks & Confectionery,5.53,12.47,29.55,40.75,4,L,2025-03-02,Snacks,04bf1b52-8e43-4bdc-92d3-fe1c358fcc79
977380,Sabco Kitchen Sponge Cloth,Wonka,Cleaning & Maintenance,1.99,10.29,49.94,2.94,5,each,2025-02-06,Surface Cleaners,6b8fa3a7-5887-4aec-ac13-6c823098da40
410289,Continental Cup A Soup,Sabco,Pantry,6.02,10.85,38.8,10.6,4,L,2025-01-01,Condiments,fc50ebe2-f058-4800-a19a-2035413b6850
907262,Sabco Kitchen Sponge Cloth,Old El Paso,Cleaning & Maintenance,6.29,6.4,29.56,7.62,5,Kg,2025-03-31,Surface Cleaners,8cac5b29-4f60-44f3-b8b0-39d8f1d8e88b
620085,Lindt Excellence Chocolate,Uncle Toby,Snacks & Confectionery,0.56,9.28,7.52,18.98,1,L,2025-02-10,Snacks,5ad4e933-0f4a-424b-a0e0-8211eef1b736
964825,Continental Cup A Soup,Wonka,Pantry,1.84,7.32,4.61,37.09,1,L,2025-02-21,Snacks,d8800e6a-f7b2-416d-bdb5-0ae26d88c956
517720,Mainland Sweet Cinnamon Spreadable,Uncle Toby,"Dairy, Eggs & Fridge",2.71,2.81,7.33,47.83,5,Kg,2025-01-01,Beverages,732eff4f-fc57-494e-b7e7-e29226eb9f63
478468,Continental Cup A Soup,Wonka,Pantry,5.89,12.24,26.51,27.8,3,each,2025-02-16,Beverages,ca9718dc-368c-4a2f-a6e3-56b048a9e601
670579,Chobani Yogurt,Sabco,"Dairy, Eggs & Fridge",6.19,13.88,28.92,30.54,3,L,2025-01-04,Condiments,bfab7a8a-c7b9-4920-883d-4032dda73062
291162,Maggi Mexican Nachos Recipe Base,Lindt,Pantry,5.49,8.07,26.61,17.56,4,L,2025-01-20,Beverages,b50cb879-fb53-454e-8224-e2d683e63003
367967,Black & Gold Creamed Corn,Wonka,Snacks & Confectionery,6.26,6.25,13.29,29.14,3,L,2025-03-17,Snacks,31cebf0a-2801-477a-a1a2-a720dfa6c1e2
711844,Maggi Mexican Nachos Recipe Base,Lindt,Pantry,9.23,2.61,4.54,42.07,3,Kg,2025-03-11,Beverages,052be548-5608-4c20-956a-6fac663a19c3
691791,Bref Toilet Cleaner,Uncle Toby,Cleaning & Maintenance,4.89,13.36,19.73,26.15,2,L,2025-02-24,Surface Cleaners,01370e6c-907a-410c-8ae0-5bac57a215fe
108127,Sabco Kitchen Sponge Cloth,Lindt,Cleaning & Maintenance,2.95,13.64,40.69,40.33,5,L,2025-02-11,Surface Cleaners,92a9bc1a-cee5-46d8-b7e6-23da8718ae80
279555,Mainland Sweet Cinnamon Spreadable,Old El Paso,"Dairy, Eggs & Fridge",3.48,6.67,14.1,47.14,4,Kg,2025-01-06,Beverages,37ea598f-f198-4f24-88b9-06d77ab2e694
676610,Surface Cleaners,Old El Paso,Cleaning & Maintenance,1.14,7.99,14.85,7.05,2,Kg,2025-03-28,Surface Cleaners,12f20195-bc4e-4be6-972d-e4dc0b94a4f6
620968,Lindt Excellence Chocolate,Continental,Snacks & Confectionery,6.85,11.37,22.51,1.01,2,each,2025-03-04,Snacks,5e5a853d-82ec-452e-9866-31ca8e49327c
661379,Lindt Excellence Chocolate,Lindt,Snacks & Confectionery,7.86,9.58,28.02,2.49,3,L,2025-02-12,Snacks,54438e00-7d2d-4b3a-93ff-fcb53e9955f0
520025,Wonka Runts Fruit Candy,Wonka,Snacks & Confectionery,6.78,12.65,32.88,35.02,4,Kg,2025-03-18,Snacks,7eff741d-2eca-4c27-bcdf-147336ab6a95
292518,Old El Paso Mexican Burrito Tortillas,Lindt,Pantry,7.66,9.71,6.62,31.85,1,L,2025-02-10,Beverages,c3afc928-a343-49a2-aad4-8defd7092e4d
186225,Lindt Excellence Chocolate,Old El Paso,Snacks & Confectionery,9.66,13.17,24.09,39.02,3,Kg,2025-01-09,Snacks,e478b77d-1019-4cb9-9c6d-9fcee1ca6c20
263222,Sabco Kitchen Sponge Cloth,Old El Paso,Cleaning & Maintenance,9.46,9.28,5.76,37.91,1,each,2025-02-26,Surface Cleaners,352d8e37-edf1-431a-b333-4e279531600f
195794,Devondale Long Life Milk,Uncle Toby,"Dairy, Eggs & Fridge",7.27,2.96,7.14,19.55,3,Kg,2025-03-27,Beverages,7f0222ab-b8ac-42c3-bb2b-e534a9b29d2d
797781,Devondale Long Life Milk,Sabco,"Dairy, Eggs & Fridge",6.89,6.37,18.35,42.39,5,L,2025-01-07,Condiments,8e199639-e85a-4dcf-b893-a72fd673c485
434445,Wonka Runts Fruit Candy,Uncle Toby,Snacks & Confectionery,1.1,13.86,20.96,24.39,2,Kg,2025-03-13,Snacks,a654b7cb-cfaf-424c-8e48-789243bc0d33
525356,Maggi Mexican Nachos Recipe Base,Mainland,Pantry,2.6,9.02,6.26,30.65,1,Kg,2025-01-19,Beverages,f2c62ab4-a90a-4bed-9f8b-513b9972e147
755689,Wonka Runts Fruit Candy,Mainland,Snacks & Confectionery,5.49,2.73,5.94,27.53,3,each,2025-03-08,Snacks,0ec3e60d-0f6c-4e7e-ab68-14eb23e83de2
232860,Chobani Yogurt,Mainland,"Dairy, Eggs & Fridge",6.25,4.71,8.0,15.03,2,Kg,2025-01-11,Beverages,4c29487e-92c3-4501-b417-6f4e14518055
156362,Mainland Sweet Cinnamon Spreadable,Wonka,"Dairy, Eggs & Fridge",4.85,14.69,43.76,25.52,4,L,2025-01-19,Beverages,55ed988a-cd2b-43ec-bcc5-1c4c0294c80f
249752,Continental Cup A Soup,Lindt,Pantry,0.74,13.08,13.14,49.78,2,each,2025-01-07,Snacks,9b479cdd-de19-4459-b9a7-681b2f7849de
440452,Continental Cup A Soup,Uncle Toby,Pantry,9.46,7.22,19.36,10.6,3,Kg,2025-02-02,Condiments,e0c6f7e8-6541-4e37-abbd-2095683739f9
343020,Chobani Yogurt,Lindt,"Dairy, Eggs & Fridge",8.84,8.28,31.8,23.2,5,L,2025-01-26,Beverages,cefe5e54-050d-4842-a62c-35a224e954fa
794133,Black & Gold Creamed Corn,Sabco,Snacks & Confectionery,2.51,8.42,18.59,26.42,3,L,2025-03-28,Snacks,2cf130f8-0289-459b-9d4d-16ac4c03d08c
490466,Bref Toilet Cleaner,Uncle Toby,Cleaning & Maintenance,8.96,4.39,11.03,49.75,5,L,2025-03-30,Surface Cleaners,5103a910-8fa0-426c-af53-601d9c47f370
723566,Bref Toilet Cleaner,McKenzie's,Cleaning & Maintenance,7.16,4.14,13.75,33.58,5,Kg,2025-01-26,Surface Cleaners,328f1ffa-d2a5-43ed-b101-83442bb14739
822536,Black & Gold Creamed Corn,Old El Paso,Snacks & Confectionery,7.76,6.5,19.22,26.06,4,L,2025-02-28,Snacks,03944edb-fe05-4f4b-a362-ee5f05eb3ea9
171751,Sabco Kitchen Sponge Cloth,Continental,Cleaning & Maintenance,6.55,2.68,2.39,10.77,1,Kg,2025-02-04,Surface Cleaners,0b12c19d-e893-4935-b35b-682f6da7ab2b
169048,Black & Gold Creamed Corn,Continental,Snacks & Confectionery,4.72,3.97,7.22,39.42,3,L,2025-01-04,Snacks,20f5b992-297a-41d1-863c-475c271bd495
729093,Continental Cup A Soup,Wonka,Pantry,0.97,12.55,7.58,39.58,1,L,2025-01-13,Condiments,3aff83dc-3a27-4a9d-9abc-4f90ef0eadee
784854,Maggi Mexican Nachos Recipe Base,Continental,Pantry,6.1,10.75,20.42,5.04,2,Kg,2025-02-22,Condiments,90f50d5a-75df-4916-b69c-5c5e1876b4ac
901238,Devondale Long Life Milk,Wonka,"Dairy, Eggs & Fridge",3.51,4.39,3.75,14.54,1,L,2025-01-21,Beverages,07cce393-5c73-4e9a-a592-ca8ebe307a43
931502,Continental Cup A Soup,Sabco,Pantry,5.28,13.32,7.07,46.94,1,L,2025-01-25,Condiments,9c90ae95-deb4-484c-810f-4fce5a3725dd
285452,Continental Cup A Soup,Mainland,Pantry,8.98,6.2,22.96,7.43,4,L,2025-03-02,Snacks,ad565efb-0d44-43bd-b520-ad86f7c767ba
370358,Black & Gold Creamed Corn,Lindt,Snacks & Confectionery,5.89,4.32,10.43,39.65,4,Kg,2025-01-07,Snacks,e4d2ff0d-6372-4dfc-9de9-c8a9fdf44445
871124,Lindt Excellence Chocolate,Uncle Toby,Snacks & Confectionery,1.03,10.3,10.29,0.07,1,Kg,2025-02-15,Snacks,84de8978-f4ee-4052-af71-fbc246c5cefa
282917,Bref Toilet Cleaner,Wonka,Cleaning & Maintenance,1.07,4.33,3.74,13.62,1,L,2025-01-23,Surface Cleaners,ea8886c3-b472-4d7b-949e-44c82c920b2f
311543,Maggi Mexican Nachos Recipe Base,Old El Paso,Pantry,7.2,12.94,47.4,8.43,4,L,2025-03-16,Beverages,542ec30d-f72d-4b48-996c-77b7cf0ac143
130852,Lindt Excellence Chocolate,Sabco,Snacks & Confectionery,5.47,7.32,12.55,42.86,3,Kg,2025-01-16,Snacks,1694c503-99f0-44b2-b08d-11e095816f77
443964,Sabco Kitchen Sponge Cloth,Mainland,Cleaning & Maintenance,8.73,6.3,4.49,28.74,1,each,2025-02-04,Surface Cleaners,606035ae-1fd1-4a0b-82bd-d9924231e647
630035,Lindt Excellence Chocolate,Lindt,Snacks & Confectionery,4.56,13.37,34.06,36.32,4,Kg,2025-02-28,Snacks,8570ff9b-5a73-4989-9a3f-8394ed7512ed
645781,Bref Toilet Cleaner,Wonka,Cleaning & Maintenance,3.47,11.05,24.62,25.73,3,each,2025-02-04,Surface Cleaners,ec9dcc39-03df-4375-9b67-5d641058c7ff
925019,Black & Gold Creamed Corn,Mainland,Snacks & Confectionery,7.55,8.09,20.26,16.53,3,L,2025-02-18,Snacks,daa5510e-951c-4a9f-a01e-dd45798a3e24
863322,Old El Paso Mexican Burrito Tortillas,Mainland,Pantry,1.59,12.77,37.55,1.99,3,each,2025-02-03,Condiments,577d4d5f-7ae5-4941-9fed-b08d8a4e55ab
825773,Mainland Sweet Cinnamon Spreadable,Uncle Toby,"Dairy, Eggs & Fridge",7.53,11.17,51.38,8.01,5,each,2025-01-16,Condiments,9aba64ec-502f-4553-80cc-159016cbee15
356973,Lindt Excellence Chocolate,Continental,Snacks & Confectionery,0.58,10.1,25.71,15.16,3,Kg,2025-01-28,Snacks,a9c6a402-2d65-4a88-8ada-c60918455390
303100,Maggi Mexican Nachos Recipe Base,Lindt,Pantry,7.75,10.54,5.54,47.48,1,each,2025-01-26,Snacks,6e2aa3f3-a661-49a1-aecf-3480d93a32a0
204758,Lindt Excellence Chocolate,Wonka,Snacks & Confectionery,8.06,13.35,39.19,41.29,5,L,2025-02-21,Snacks,09f592ed-1c83-4b2c-9c70-870a1c139e84
240581,Bref Toilet Cleaner,Continental,Cleaning & Maintenance,8.75,13.38,13.04,2.57,1,Kg,2025-03-25,Surface Cleaners,c4242277-e3c8-4923-ac50-3205ad131a03
491024,Sabco Kitchen Sponge Cloth,Wonka,Cleaning & Maintenance,0.52,11.04,32.9,40.39,5,each,2025-03-21,Surface Cleaners,f37b2ae2-537b-4e95-9aea-0bd6518f1500
206539,Chobani Yogurt,Continental,"Dairy, Eggs & Fridge",5.15,9.06,8.63,4.76,1,L,2025-03-15,Condiments,08cd6f7a-6d31-43e0-bb1e-e978fe051c1c
522217,Bref Toilet Cleaner,Sabco,Cleaning & Maintenance,4.6,12.01,50.65,15.66,5,L,2025-02-18,Surface Cleaners,e40e3c8d-2a14-4fd6-81ff-12192bdcd002
494886,Lindt Excellence Chocolate,Lindt,Snacks & Confectionery,4.45,3.31,8.34,16.06,3,L,2025-03-07,Snacks,07ea44fd-b76c-4fb8-bd2e-0a0d6c5c75f8
540816,Devondale Long Life Milk,Lindt,"Dairy, Eggs & Fridge",6.88,13.79,12.27,10.99,1,Kg,2025-01-08,Beverages,c3adaac0-4e66-4764-a406-1a62bac9bcc2
413633,Black & Gold Creamed Corn,Old El Paso,Snacks & Confectionery,8.69,3.56,9.84,7.91,3,Kg,2025-02-28,Snacks,1a81ed7f-6695-4afd-8741-3751a912c8b3
988165,Maggi Mexican Nachos Recipe Base,Wonka,Pantry,1.87,8.0,6.96,13.01,1,each,2025-03-24,Beverages,b2a8257e-94a0-40c3-a59b-817f9d697950
292995,Old El Paso Mexican Burrito Tortillas,Old El Paso,Pantry,9.1,13.41,17.5,34.76,2,L,2025-01-08,Condiments,1bac4246-c015-45d5-8d17-2e002cbb1ebe
451690,Old El Paso Mexican Burrito Tortillas,Lindt,Pantry,5.48,6.58,9.88,49.97,3,L,2025-03-13,Snacks,6b5e6bee-cfcb-4187-882f-27b57c0936bc
331683,Maggi Mexican Nachos Recipe Base,Uncle Toby,Pantry,7.58,13.38,17.31,35.32,2,L,2025-01-17,Snacks,be746a35-93c3-4146-b5ef-c0cd24acc156
166005,Old El Paso Mexican Burrito Tortillas,Sabco,Pantry,7.55,13.08,37.5,4.44,3,each,2025-03-12,Snacks,8f995abb-5bd4-4718-af52-b711e76de905
590788,Sabco Kitchen Sponge Cloth,Lindt,Cleaning & Maintenance,4.61,8.53,15.0,12.05,2,Kg,2025-01-13,Surface Cleaners,54c31b02-d5d2-4be5-bca0-f44e9d09726d
856663,Maggi Mexican Nachos Recipe Base,Old El Paso,Pantry,7.78,9.24,27.87,24.59,4,L,2025-01-13,Beverages,bc51d130-85e3-4416-9bc5-cacbfff42a0e
558910,Mainland Sweet Cinnamon Spreadable,Lindt,"Dairy, Eggs & Fridge",6.58,12.13,15.8,34.86,2,L,2025-03-13,Beverages,e2a85c23-6d24-4cd9-9c62-c8c4cae8105b
759456,Bref Toilet Cleaner,Old El Paso,Cleaning & Maintenance,4.22,6.61,20.43,38.19,5,each,2025-02-15,Surface Cleaners,82d961a1-6166-42cb-b870-752aaf4d4eb6
607007,Chobani Yogurt,Sabco,"Dairy, Eggs & Fridge",4.74,13.18,17.91,32.06,2,L,2025-02-08,Condiments,c29f2669-8e32-40ff-a3b5-0ab9cb7ec005
248909,Black & Gold Creamed Corn,Mainland,Snacks & Confectionery,6.99,13.47,24.83,7.83,2,L,2025-03-25,Snacks,04dba749-161e-4fa2-98b5-f980cd494a5b
649094,Continental Cup A Soup,Uncle Toby,Pantry,1.18,11.85,28.32,20.34,3,L,2025-02-21,Beverages,16a097e1-cc67-46e7-8681-1b0ae6b2693b
939266,Surface Cleaners,Sabco,Cleaning & Maintenance,4.83,12.25,11.87,3.13,1,L,2025-01-08,Surface Cleaners,546ab056-5210-46bd-8b48-643d8d97ccb7
413651,Sabco Kitchen Sponge Cloth,Mainland,Cleaning & Maintenance,7.96,9.59,14.82,48.48,3,each,2025-02-20,Surface Cleaners,6b8ddc39-87fc-4f6a-8139-6330a7a0cdd6
232344,Old El Paso Mexican Burrito Tortillas,Sabco,Pantry,1.59,6.64,6.0,9.66,1,L,2025-04-04,Condiments,79e97a4f-d1b0-4bcd-80e8-ef421c0bc6a5
290892,Chobani Yogurt,Continental,"Dairy, Eggs & Fridge",4.46,8.27,21.88,11.82,3,each,2025-01-18,Beverages,f3e4e6e1-20b4-44a5-92f8-5602b4279feb
561185,Maggi Mexican Nachos Recipe Base,Old El Paso,Pantry,3.51,7.4,5.25,29.03,1,L,2025-01-15,Snacks,5f3119e7-e823-4cbe-94ac-2b742be12164
847030,Old El Paso Mexican Burrito Tortillas,Lindt,Pantry,4.2,6.06,20.68,14.68,4,each,2025-03-30,Beverages,796d4db0-a113-417c-969e-2a216befb504
602092,Sabco Kitchen Sponge Cloth,Old El Paso,Cleaning & Maintenance,4.37,2.55,3.88,23.93,2,Kg,2025-03-07,Surface Cleaners,1dc48d72-0de5-45d7-86df-0756cda52d6e
649356,Chobani Yogurt,Lindt,"Dairy, Eggs & Fridge",5.03,3.08,6.84,44.5,4,each,2025-01-08,Beverages,794c7dbd-720f-473a-8cc8-e12436c46bc7
162552,Wonka Runts Fruit Candy,Wonka,Snacks & Confectionery,9.99,2.93,1.6,45.46,1,Kg,2025-03-22,Snacks,42e4e8b0-44b2-4ea9-939b-cf934d6b543a
946554,Chobani Yogurt,Uncle Toby,"Dairy, Eggs & Fridge",5.98,12.23,31.76,35.07,4,each,2025-03-18,Condiments,8a7ec24e-704e-4d0d-808b-51dbe2eeb396
339164,Lindt Excellence Chocolate,Uncle Toby,Snacks & Confectionery,4.68,5.3,12.95,38.9,4,L,2025-01-03,Snacks,47886c38-3666-4af3-be59-b834c53373fa
151320,Wonka Runts Fruit Candy,Lindt,Snacks & Confectionery,1.96,9.68,18.69,3.47,2,Kg,2025-01-20,Snacks,69414ab9-da2d-4d86-9692-b11a21179d67
774476,Black & Gold Creamed Corn,McKenzie's,Snacks & Confectionery,7.7,6.92,17.69,48.88,5,L,2025-02-15,Snacks,b54eb30a-fd71-4e58-a745-072c37d9da0e
710555,Surface Cleaners,Continental,Cleaning & Maintenance,1.42,10.06,33.35,33.7,5,Kg,2025-03-24,Surface Cleaners,d7f58728-7f5c-4e1b-bf38-2e0e42cd2a47
905785,Mainland Sweet Cinnamon Spreadable,McKenzie's,"Dairy, Eggs & Fridge",6.37,5.01,3.44,31.36,1,Kg,2025-03-07,Beverages,c25b7d38-4178-41e0-a1c6-c256f122f067
487993,Wonka Runts Fruit Candy,Lindt,Snacks & Confectionery,6.09,5.95,5.84,1.8,1,each,2025-03-11,Snacks,0e9b30e8-76e2-43aa-8489-89864c0c4bc5
212592,Mainland Sweet Cinnamon Spreadable,McKenzie's,"Dairy, Eggs & Fridge",4.31,7.03,19.11,32.05,4,Kg,2025-02-27,Condiments,ef6c0885-1d7c-407f-9156-93932c42b2bb
569103,Sabco Kitchen Sponge Cloth,Wonka,Cleaning & Maintenance,4.6,11.11,8.9,19.93,1,Kg,2025-02-19,Surface Cleaners,ee7e3aff-c219-4e43-9e26-5b7688d01abf
971079,Old El Paso Mexican Burrito Tortillas,Mainland,Pantry,1.24,10.92,16.24,25.62,2,each,2025-02-02,Condiments,f2ddd48f-6fd3-4ff3-a6b3-d3d4d37a254f
333826,Mainland Sweet Cinnamon Spreadable,Continental,"Dairy, Eggs & Fridge",4.14,10.56,27.04,35.99,4,Kg,2025-03-13,Beverages,dcac40f8-d7a6-4665-bfe7-a5558d92d67d
168661,Mainland Sweet Cinnamon Spreadable,Continental,"Dairy, Eggs & Fridge",6.19,11.42,32.45,5.27,3,L,2025-03-01,Condiments,65bba1ab-52fb-4e42-bc79-04ddf0999a22
308026,Surface Cleaners,Mainland,Cleaning & Maintenance,6.95,5.08,8.53,16.09,2,Kg,2025-01-22,Surface Cleaners,2dff682e-a436-488e-a735-90341e880fb7
314028,Surface Cleaners,Mainland,Cleaning & Maintenance,0.53,12.72,37.35,41.28,5,Kg,2025-02-03,Surface Cleaners,9146101c-7512-45bc-acc1-1835915f97c7
492717,Maggi Mexican Nachos Recipe Base,Lindt,Pantry,6.42,8.32,9.24,44.5,2,L,2025-03-06,Condiments,edb880cb-fe23-4c12-9d9a-12f421e33b86
710616,Continental Cup A Soup,Lindt,Pantry,4.23,8.21,11.3,31.19,2,each,2025-02-04,Condiments,b6bf2d4b-178d-4989-a36e-7959e267d900
423622,Maggi Mexican Nachos Recipe Base,Wonka,Pantry,8.36,10.1,5.2,48.51,1,L,2025-02-04,Beverages,3c12d823-aa4c-42cd-a781-ce3c62e25e58
575283,Black & Gold Creamed Corn,Old El Paso,Snacks & Confectionery,3.94,14.75,26.51,10.13,2,Kg,2025-02-22,Snacks,4a2ebb14-c2df-4d8c-bf39-ff78e66a03d4
878010,Old El Paso Mexican Burrito Tortillas,Lindt,Pantry,5.75,6.48,19.42,25.08,4,L,2025-02-08,Condiments,429ebb7d-27dc-44a2-b97e-6d8e55aba5a4
817799,Wonka Runts Fruit Candy,Sabco,Snacks & Confectionery,1.4,3.73,3.59,3.77,1,each,2025-02-21,Snacks,e4c5151a-5582-4f2d-ba7a-7421a9833eed
240389,Continental Cup A Soup,Uncle Toby,Pantry,6.73,7.65,3.9,49.08,1,each,2025-02-23,Condiments,10b9765f-cbc1-47fd-a1b5-fbe68ce7d70a
802952,Bref Toilet Cleaner,Mainland,Cleaning & Maintenance,6.59,13.03,9.16,29.68,1,L,2025-01-09,Surface Cleaners,7fcf5b53-9516-4529-8b9f-de0da90fc64f
655671,Devondale Long Life Milk,Mainland,"Dairy, Eggs & Fridge",8.09,12.06,15.82,34.41,2,Kg,2025-01-04,Condiments,fd5e010a-0b58-4700-a538-b7f49a00a185
184218,Maggi Mexican Nachos Recipe Base,Old El Paso,Pantry,1.19,10.51,17.55,16.51,2,L,2025-03-14,Condiments,a0fcb07a-e9e6-4d9c-b0eb-166dac17b609
