_id,product_id,date,price
sim5d_1f59c631-ca0d-47d9-aac2-8da2dbc1f134_20251217,1f59c631-ca0d-47d9-aac2-8da2dbc1f134,2025-12-17,80.66
sim5d_1f59c631-ca0d-47d9-aac2-8da2dbc1f134_20251222,1f59c631-ca0d-47d9-aac2-8da2dbc1f134,2025-12-22,72.58
sim5d_1f59c631-ca0d-47d9-aac2-8da2dbc1f134_20251227,1f59c631-ca0d-47d9-aac2-8da2dbc1f134,2025-12-27,76.07
sim5d_1f59c631-ca0d-47d9-aac2-8da2dbc1f134_20260101,1f59c631-ca0d-47d9-aac2-8da2dbc1f134,2026-01-01,61.66
sim5d_1f59c631-ca0d-47d9-aac2-8da2dbc1f134_20260106,1f59c631-ca0d-47d9-aac2-8da2dbc1f134,2026-01-06,63.94
sim5d_1f59c631-ca0d-47d9-aac2-8da2dbc1f134_20260111,1f59c631-ca0d-47d9-aac2-8da2dbc1f134,2026-01-11,65.19
sim5d_1f59c631-ca0d-47d9-aac2-8da2dbc1f134_20260116,1f59c631-ca0d-47d9-aac2-8da2dbc1f134,2026-01-16,63.19
sim5d_1f59c631-ca0d-47d9-aac2-8da2dbc1f134_20260121,1f59c631-ca0d-47d9-aac2-8da2dbc1f134,2026-01-21,63.77
sim5d_1f59c631-ca0d-47d9-aac2-8da2dbc1f134_20260126,1f59c631-ca0d-47d9-aac2-8da2dbc1f134,2026-01-26,64.23
sim5d_1f59c631-ca0d-47d9-aac2-8da2dbc1f134_20260131,1f59c631-ca0d-47d9-aac2-8da2dbc1f134,2026-01-31,64.61
sim5d_1f59c631-ca0d-47d9-aac2-8da2dbc1f134_20260205,1f59c631-ca0d-47d9-aac2-8da2dbc1f134,2026-02-05,64.81
sim5d_1f59c631-ca0d-47d9-aac2-8da2dbc1f134_20260210,1f59c631-ca0d-47d9-aac2-8da2dbc1f134,2026-02-10,63.38
sim5d_1f59c631-ca0d-47d9-aac2-8da2dbc1f134_20260215,1f59c631-ca0d-47d9-aac2-8da2dbc1f134,2026-02-15,60.28
sim5d_1f59c631-ca0d-47d9-aac2-8da2dbc1f134_20260220,1f59c631-ca0d-47d9-aac2-8da2dbc1f134,2026-02-20,59.34
sim5d_1f59c631-ca0d-47d9-aac2-8da2dbc1f134_20260225,1f59c631-ca0d-47d9-aac2-8da2dbc1f134,2026-02-25,60.92
sim5d_1f59c631-ca0d-47d9-aac2-8da2dbc1f134_20260302,1f59c631-ca0d-47d9-aac2-8da2dbc1f134,2026-03-02,69.52
sim5d_1f59c631-ca0d-47d9-aac2-8da2dbc1f134_20260307,1f59c631-ca0d-47d9-aac2-8da2dbc1f134,2026-03-07,68.63
sim5d_1f59c631-ca0d-47d9-aac2-8da2dbc1f134_20260312,1f59c631-ca0d-47d9-aac2-8da2dbc1f134,2026-03-12,69.88
sim5d_1f59c631-ca0d-47d9-aac2-8da2dbc1f134_20260317,1f59c631-ca0d-47d9-aac2-8da2dbc1f134,2026-03-17,66.78
sim5d_1f59c631-ca0d-47d9-aac2-8da2dbc1f134_20260322,1f59c631-ca0d-47d9-aac2-8da2dbc1f134,2026-03-22,67.43
sim5d_1f59c631-ca0d-47d9-aac2-8da2dbc1f134_20260327,1f59c631-ca0d-47d9-aac2-8da2dbc1f134,2026-03-27,71.48
sim5d_3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7_20250401,3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7,2025-04-01,85.8
sim5d_3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7_20250406,3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7,2025-04-06,81.79
sim5d_3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7_20250411,3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7,2025-04-11,88.52
sim5d_3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7_20250416,3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7,2025-04-16,82.32
sim5d_3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7_20250421,3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7,2025-04-21,88.81
sim5d_3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7_20250426,3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7,2025-04-26,87.23
sim5d_3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7_20250501,3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7,2025-05-01,86.64
sim5d_3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7_20250506,3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7,2025-05-06,83.53
sim5d_3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7_20250511,3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7,2025-05-11,81.46
sim5d_3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7_20250516,3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7,2025-05-16,81.95
sim5d_3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7_20250521,3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7,2025-05-21,85.21
sim5d_3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7_20250526,3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7,2025-05-26,81.96
sim5d_3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7_20250531,3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7,2025-05-31,81.08
sim5d_3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7_20250605,3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7,2025-06-05,82.52
sim5d_3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7_20250610,3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7,2025-06-10,85.33
sim5d_3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7_20250615,3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7,2025-06-15,86.22
sim5d_3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7_20250620,3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7,2025-06-20,88.07
sim5d_3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7_20250625,3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7,2025-06-25,88.5
sim5d_3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7_20250630,3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7,2025-06-30,80.87
sim5d_3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7_20250705,3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7,2025-07-05,84.16
sim5d_3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7_20250710,3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7,2025-07-10,86.09
sim5d_3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7_20250715,3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7,2025-07-15,81.32
sim5d_3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7_20250720,3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7,2025-07-20,88.4
sim5d_3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7_20250725,3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7,2025-07-25,86.93
sim5d_3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7_20250730,3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7,2025-07-30,86.96
sim5d_3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7_20250804,3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7,2025-08-04,81.84
sim5d_3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7_20250809,3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7,2025-08-09,83.45
sim5d_3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7_20250814,3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7,2025-08-14,87.34
sim5d_3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7_20250819,3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7,2025-08-19,82.26
sim5d_3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7_20250824,3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7,2025-08-24,86.95
sim5d_3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7_20250829,3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7,2025-08-29,82.92
sim5d_3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7_20250903,3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7,2025-09-03,82.88
sim5d_3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7_20250908,3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7,2025-09-08,82.78
sim5d_3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7_20250913,3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7,2025-09-13,86.61
sim5d_3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7_20250918,3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7,2025-09-18,86.33
sim5d_3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7_20250923,3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7,2025-09-23,86.64
sim5d_3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7_20250928,3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7,2025-09-28,82.89
sim5d_3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7_20251003,3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7,2025-10-03,85.28
sim5d_3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7_20251008,3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7,2025-10-08,81.58
sim5d_3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7_20251013,3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7,2025-10-13,88.8
sim5d_3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7_20251018,3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7,2025-10-18,83.17
sim5d_3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7_20251023,3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7,2025-10-23,88.4
sim5d_3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7_20251028,3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7,2025-10-28,88.15
sim5d_3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7_20251102,3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7,2025-11-02,94.31
sim5d_3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7_20251107,3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7,2025-11-07,94.69
sim5d_3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7_20251112,3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7,2025-11-12,90.07
sim5d_3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7_20251117,3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7,2025-11-17,90.24
sim5d_3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7_20251122,3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7,2025-11-22,94.46
sim5d_3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7_20251127,3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7,2025-11-27,97.26
sim5d_3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7_20251202,3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7,2025-12-02,89.88
sim5d_3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7_20251207,3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7,2025-12-07,91.77
sim5d_3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7_20251212,3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7,2025-12-12,102.4
sim5d_3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7_20251217,3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7,2025-12-17,93.05
sim5d_3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7_20251222,3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7,2025-12-22,87.64
sim5d_3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7_20251227,3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7,2025-12-27,85.83
sim5d_3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7_20260101,3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7,2026-01-01,78.17
sim5d_3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7_20260106,3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7,2026-01-06,78.15
sim5d_3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7_20260111,3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7,2026-01-11,72.19
sim5d_3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7_20260116,3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7,2026-01-16,76.56
sim5d_3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7_20260121,3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7,2026-01-21,79.66
sim5d_3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7_20260126,3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7,2026-01-26,80.16
sim5d_3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7_20260131,3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7,2026-01-31,77.11
sim5d_3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7_20260205,3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7,2026-02-05,76.32
sim5d_3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7_20260210,3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7,2026-02-10,83.42
sim5d_3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7_20260215,3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7,2026-02-15,71.13
sim5d_3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7_20260220,3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7,2026-02-20,79.37
sim5d_3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7_20260225,3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7,2026-02-25,76.9
sim5d_3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7_20260302,3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7,2026-03-02,86.46
sim5d_3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7_20260307,3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7,2026-03-07,88.63
sim5d_3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7_20260312,3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7,2026-03-12,84.4
sim5d_3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7_20260317,3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7,2026-03-17,84.85
sim5d_3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7_20260322,3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7,2026-03-22,83.77
sim5d_3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7_20260327,3b3e2c46-9899-4f14-8f8f-74ec3a1d31a7,2026-03-27,89.21
sim5d_485e84e6-5885-4369-9073-27e732b0c01d_20250401,485e84e6-5885-4369-9073-27e732b0c01d,2025-04-01,24.8
sim5d_485e84e6-5885-4369-9073-27e732b0c01d_20250406,485e84e6-5885-4369-9073-27e732b0c01d,2025-04-06,25.1
sim5d_485e84e6-5885-4369-9073-27e732b0c01d_20250411,485e84e6-5885-4369-9073-27e732b0c01d,2025-04-11,24.61
sim5d_485e84e6-5885-4369-9073-27e732b0c01d_20250416,485e84e6-5885-4369-9073-27e732b0c01d,2025-04-16,24.43
sim5d_485e84e6-5885-4369-9073-27e732b0c01d_20250421,485e84e6-5885-4369-9073-27e732b0c01d,2025-04-21,25.18
sim5d_485e84e6-5885-4369-9073-27e732b0c01d_20250426,485e84e6-5885-4369-9073-27e732b0c01d,2025-04-26,23.14
sim5d_485e84e6-5885-4369-9073-27e732b0c01d_20250501,485e84e6-5885-4369-9073-27e732b0c01d,2025-05-01,24.51
sim5d_485e84e6-5885-4369-9073-27e732b0c01d_20250506,485e84e6-5885-4369-9073-27e732b0c01d,2025-05-06,24.94
sim5d_485e84e6-5885-4369-9073-27e732b0c01d_20250511,485e84e6-5885-4369-9073-27e732b0c01d,2025-05-11,24.69
sim5d_485e84e6-5885-4369-9073-27e732b0c01d_20250516,485e84e6-5885-4369-9073-27e732b0c01d,2025-05-16,24.0
sim5d_485e84e6-5885-4369-9073-27e732b0c01d_20250521,485e84e6-5885-4369-9073-27e732b0c01d,2025-05-21,24.65
sim5d_485e84e6-5885-4369-9073-27e732b0c01d_20250526,485e84e6-5885-4369-9073-27e732b0c01d,2025-05-26,23.14
sim5d_485e84e6-5885-4369-9073-27e732b0c01d_20250531,485e84e6-5885-4369-9073-27e732b0c01d,2025-05-31,23.42
sim5d_485e84e6-5885-4369-9073-27e732b0c01d_20250605,485e84e6-5885-4369-9073-27e732b0c01d,2025-06-05,23.93
sim5d_485e84e6-5885-4369-9073-27e732b0c01d_20250610,485e84e6-5885-4369-9073-27e732b0c01d,2025-06-10,24.12
sim5d_485e84e6-5885-4369-9073-27e732b0c01d_20250615,485e84e6-5885-4369-9073-27e732b0c01d,2025-06-15,23.94
sim5d_485e84e6-5885-4369-9073-27e732b0c01d_20250620,485e84e6-5885-4369-9073-27e732b0c01d,2025-06-20,23.47
sim5d_485e84e6-5885-4369-9073-27e732b0c01d_20250625,485e84e6-5885-4369-9073-27e732b0c01d,2025-06-25,24.2
sim5d_485e84e6-5885-4369-9073-27e732b0c01d_20250630,485e84e6-5885-4369-9073-27e732b0c01d,2025-06-30,23.85
sim5d_485e84e6-5885-4369-9073-27e732b0c01d_20250705,485e84e6-5885-4369-9073-27e732b0c01d,2025-07-05,24.39
sim5d_485e84e6-5885-4369-9073-27e732b0c01d_20250710,485e84e6-5885-4369-9073-27e732b0c01d,2025-07-10,24.44
sim5d_485e84e6-5885-4369-9073-27e732b0c01d_20250715,485e84e6-5885-4369-9073-27e732b0c01d,2025-07-15,24.58
sim5d_485e84e6-5885-4369-9073-27e732b0c01d_20250720,485e84e6-5885-4369-9073-27e732b0c01d,2025-07-20,23.91
sim5d_485e84e6-5885-4369-9073-27e732b0c01d_20250725,485e84e6-5885-4369-9073-27e732b0c01d,2025-07-25,25.41
sim5d_485e84e6-5885-4369-9073-27e732b0c01d_20250730,485e84e6-5885-4369-9073-27e732b0c01d,2025-07-30,24.59
sim5d_485e84e6-5885-4369-9073-27e732b0c01d_20250804,485e84e6-5885-4369-9073-27e732b0c01d,2025-08-04,23.83
sim5d_485e84e6-5885-4369-9073-27e732b0c01d_20250809,485e84e6-5885-4369-9073-27e732b0c01d,2025-08-09,25.02
sim5d_485e84e6-5885-4369-9073-27e732b0c01d_20250814,485e84e6-5885-4369-9073-27e732b0c01d,2025-08-14,25.27
sim5d_485e84e6-5885-4369-9073-27e732b0c01d_20250819,485e84e6-5885-4369-9073-27e732b0c01d,2025-08-19,23.25
sim5d_485e84e6-5885-4369-9073-27e732b0c01d_20250824,485e84e6-5885-4369-9073-27e732b0c01d,2025-08-24,23.73
sim5d_485e84e6-5885-4369-9073-27e732b0c01d_20250829,485e84e6-5885-4369-9073-27e732b0c01d,2025-08-29,24.63
sim5d_485e84e6-5885-4369-9073-27e732b0c01d_20250903,485e84e6-5885-4369-9073-27e732b0c01d,2025-09-03,25.06
sim5d_485e84e6-5885-4369-9073-27e732b0c01d_20250908,485e84e6-5885-4369-9073-27e732b0c01d,2025-09-08,24.61
