Store Name,Item ID,Brand Name,Brand Size,Category,Subcategory,Date,Unit Price,Best Price,Discount,Quantity,Total Price,Customer ID,Gender,Location,Payment type,Transaction Id,Quality Score
Coles,ITM28469,Arnott's,100 g,Snacks,Biscuits,2024-12-22,24.98,18.98,0.24,4,75.92,CUS1049,Male,NSW,Credit Card,DA70ECD4,4
Coles,ITM55806,Red Rock Deli,150 g,Snacks,Chips,2025-01-26,18.78,14.65,0.22,3,43.95,CUS5515,Male,WA,Debit Card,6FCED7E0,5
Coles,ITM45482,Cool Ridge,2000 mL,Beverages,Water,2024-06-03,1.51,1.15,0.24,2,2.3,CUS1264,Female,WA,Cash,E62EF65D,5
Coles,ITM10665,Pepsi,2000 mL,Beverages,Soft Drinks,2024-10-13,17.24,15.34,0.11,1,15.34,CUS7178,Female,NSW,Cash,A0F78485,5
Coles,ITM72983,Berri,500 mL,Beverages,Juice,2025-02-28,23.73,18.03,0.24,4,72.12,CUS5895,Male,SA,Credit Card,19C49C1B,3
Coles,ITM31832,Coles Brand,1500 g,Meat,Pork,2025-03-26,23.18,18.78,0.19,3,56.34,CUS3779,Female,SA,Cash,54CA301E,2
Coles,ITM28590,Arnott's,200 g,Snacks,Biscuits,2024-12-21,24.88,20.65,0.17,3,61.95,CUS9516,Male,WA,Cash,76CAC594,4
Coles,ITM10665,Coca-Cola,2000 mL,Beverages,Soft Drinks,2024-10-13,17.24,15.34,0.11,1,15.34,CUS7178,Female,NSW,Cash,A0F78485,5
Coles,ITM27502,Australian Fresh,500 g,Produce,Vegetables,2024-05-24,16.99,15.46,0.09,3,46.38,CUS7182,Female,QLD,Debit Card,DED40C54,4
Coles,ITM32500,Mainland,500 mL,Dairy,Cheese,2024-07-11,2.15,1.66,0.23,4,6.64,CUS9740,Male,VIC,Debit Card,61D23302,5
Coles,ITM10665,Pepsi,2000 mL,Beverages,Soft Drinks,2024-10-13,17.24,15.34,0.11,1,15.34,CUS7178,Female,NSW,Cash,A0F78485,5
Coles,ITM68123,Yoplait,1000 mL,Dairy,Yogurt,2024-05-26,11.94,8.6,0.28,1,8.6,CUS5449,Male,WA,Debit Card,92FDF62F,5
Coles,ITM87429,Smith's,150 g,Snacks,Chips,2024-12-03,18.16,17.43,0.04,1,17.43,CUS2341,Male,SA,Cash,D5328842,5
Coles,ITM76397,San Remo,500 g,Pantry,Pasta,2024-06-22,10.42,9.69,0.07,1,9.69,CUS6241,Female,NSW,Cash,8F4E8932,5
Coles,ITM25291,Lindt,250 g,Snacks,Chocolate,2024-10-07,10.62,10.09,0.05,4,40.36,CUS4059,Female,WA,Cash,B5C7E88E,5
Coles,ITM76678,Coles Bakery,4 pack,Bakery,Pastries,2024-06-18,19.96,14.97,0.25,3,44.91,CUS8150,Female,NSW,Credit Card,B7B9978C,3
Coles,ITM70911,Coles Brand,500 g,Produce,Vegetables,2025-03-30,5.19,5.03,0.03,5,25.15,CUS8121,Female,NSW,Debit Card,4A0AF6F2,5
Coles,ITM31832,Bertocchi,1500 g,Meat,Pork,2025-03-26,23.18,18.78,0.19,3,56.34,CUS3779,Female,SA,Cash,54CA301E,3
Coles,ITM78641,Lindt,100 g,Snacks,Chocolate,2025-02-20,14.32,12.94,0.1,2,25.88,CUS3951,Male,VIC,Credit Card,A310199E,5
Coles,ITM21419,A2 Milk,2000 mL,Dairy,Milk,2024-05-26,16.94,14.4,0.15,1,14.4,CUS2297,Male,NSW,Cash,6E7DFC4C,5
Coles,ITM80294,Red Bull,1500 mL,Beverages,Energy Drinks,2024-11-25,12.14,11.65,0.04,2,23.3,CUS6783,Male,NSW,Cash,E539696C,5
Coles,ITM28469,Arnott's,100 g,Snacks,Biscuits,2024-12-22,24.98,18.98,0.24,4,75.92,CUS1049,Male,NSW,Credit Card,DA70ECD4,4
Coles,ITM81805,Coles RSPCA Approved,250 g,Meat,Chicken,2024-09-13,23.6,19.82,0.16,3,59.46,CUS4921,Male,NSW,Debit Card,62213AEF,2
Coles,ITM80294,Monster,1500 mL,Beverages,Energy Drinks,2024-11-25,12.14,11.65,0.04,2,23.3,CUS6783,Male,NSW,Cash,E539696C,5
Coles,ITM45752,Australian Fresh,1500 g,Produce,Vegetables,2024-08-31,14.81,11.85,0.2,4,47.4,CUS9958,Female,SA,Credit Card,F4A440D0,4
Coles,ITM65080,Coles Brand,1500 g,Produce,Fruits,2024-09-09,18.75,18.56,0.01,1,18.56,CUS7841,Male,NSW,Credit Card,05152D38,4
Coles,ITM13754,Cadbury,200 g,Snacks,Chocolate,2025-01-17,8.04,7.64,0.05,5,38.2,CUS9063,Male,QLD,Credit Card,594582F3,5
Coles,ITM45168,Arnott's,200 g,Snacks,Biscuits,2025-01-03,10.73,8.15,0.24,2,16.3,CUS2000,Male,SA,Credit Card,B3CE8106,5
Coles,ITM28469,TUC,100 g,Snacks,Biscuits,2024-12-22,24.98,18.98,0.24,4,75.92,CUS1049,Male,NSW,Credit Card,DA70ECD4,2
Coles,ITM38892,Golden Circle,250 mL,Beverages,Juice,2024-10-25,24.6,18.94,0.23,2,37.88,CUS5069,Male,WA,Credit Card,8A94868C,3
Coles,ITM14617,Coles Brand,1000 g,Meat,Pork,2024-09-15,7.22,5.78,0.2,1,5.78,CUS9043,Male,SA,Credit Card,2C2BD941,5
Coles,ITM91313,Cadbury,200 g,Snacks,Chocolate,2025-05-01,7.25,7.18,0.01,4,28.72,CUS3695,Male,NSW,Credit Card,9D63F508,5
Coles,ITM38008,Schweppes,1500 mL,Beverages,Soft Drinks,2024-07-27,15.34,11.97,0.22,1,11.97,CUS6114,Male,SA,Debit Card,79017286,5
Coles,ITM70911,Australian Fresh,500 g,Produce,Vegetables,2025-03-30,5.19,5.03,0.03,5,25.15,CUS8121,Female,NSW,Debit Card,4A0AF6F2,5
Coles,ITM34535,Golden Circle,500 mL,Beverages,Juice,2024-12-29,14.57,13.7,0.06,4,54.8,CUS4311,Female,QLD,Cash,77A153E5,5
Coles,ITM73444,Oreo,200 g,Snacks,Biscuits,2024-09-26,6.75,5.54,0.18,1,5.54,CUS2877,Female,SA,Cash,9F6E1AD9,5
Coles,ITM34535,Golden Circle,500 mL,Beverages,Juice,2024-12-29,14.57,13.7,0.06,4,54.8,CUS4311,Female,QLD,Cash,77A153E5,5
Coles,ITM31013,Schweppes,500 mL,Beverages,Soft Drinks,2024-05-09,9.07,6.8,0.25,2,13.6,CUS1348,Male,SA,Credit Card,CBDAE56E,5
Coles,ITM54765,Monster,1500 mL,Beverages,Energy Drinks,2024-06-09,9.15,7.05,0.23,5,35.25,CUS2348,Male,WA,Debit Card,2EDAEA62,5
Coles,ITM73376,Coles Brand,250 g,Snacks,Chocolates,2025-02-05,14.07,12.8,0.09,2,25.6,CUS3102,Female,SA,Cash,A310199E,5
Coles,ITM24138,Coles Finest,1500 g,Meat,Beef,2024-11-12,13.67,13.12,0.04,3,39.36,CUS3819,Female,SA,Credit Card,73811B76,5
Coles,ITM32607,Heinz,750 g,Pantry,Canned Food,2025-01-15,7.09,5.81,0.18,5,29.05,CUS1672,Female,WA,Debit Card,23E2AD87,5
Coles,ITM93732,Devondale,1500 mL,Dairy,Cheese,2024-09-02,9.46,7.1,0.25,3,21.3,CUS4193,Female,WA,Cash,5F364C66,5
Coles,ITM81101,Smith's,300 g,Snacks,Chips,2024-07-19,11.15,8.36,0.25,4,33.44,CUS3373,Male,QLD,Debit Card,4E1D2C5A,5
Coles,ITM32500,Mainland,500 mL,Dairy,Cheese,2024-07-11,2.15,1.66,0.23,4,6.64,CUS9740,Male,VIC,Debit Card,61D23302,5
Coles,ITM71806,San Remo,250 g,Pantry,Pasta,2024-06-03,22.2,20.65,0.07,1,20.65,CUS8114,Male,QLD,Debit Card,A0377931,4
Coles,ITM66308,Oreo,200 g,Snacks,Biscuits,2024-06-15,7.0,6.23,0.11,1,6.23,CUS1055,Female,NSW,Cash,F628A52C,5
Coles,ITM58614,Coles Bakery,2 pack,Bakery,Pastries,2024-07-11,1.77,1.65,0.07,3,4.95,CUS1938,Male,QLD,Credit Card,33360B62,5
Coles,ITM52081,San Remo,1000 g,Pantry,Pasta,2024-11-19,15.55,12.44,0.2,5,62.2,CUS1206,Male,NSW,Debit Card,F3707DD8,5
Coles,ITM23219,Paul's,2000 mL,Dairy,Milk,2025-05-08,22.54,17.13,0.23,2,34.26,CUS6102,Female,NSW,Credit Card,0E22A99B,3
Coles,ITM14960,A2 Milk,500 mL,Dairy,Milk,2025-04-02,2.35,2.16,0.08,4,8.64,CUS6853,Male,VIC,Cash,627B5F17,5
Coles,ITM90456,Australian Fresh,1500 g,Produce,Vegetables,2024-08-03,6.61,6.54,0.01,4,26.16,CUS7423,Male,QLD,Credit Card,82B22C35,5
Coles,ITM45752,Coles Brand,1500 g,Produce,Vegetables,2024-08-31,14.81,11.85,0.2,4,47.4,CUS9958,Female,SA,Credit Card,F4A440D0,4
Coles,ITM38731,Helga's,6 pack,Bakery,Bread,2025-05-06,6.35,5.59,0.12,1,5.59,CUS4966,Male,SA,Debit Card,FC22F38B,5
Coles,ITM61583,Bertocchi,1500 g,Meat,Pork,2025-04-24,8.32,6.41,0.23,5,32.05,CUS5609,Male,NSW,Cash,29F75BFE,5
Coles,ITM54765,Red Bull,1500 mL,Beverages,Energy Drinks,2024-06-09,9.15,7.05,0.23,5,35.25,CUS2348,Male,WA,Debit Card,2EDAEA62,5
Coles,ITM90456,Australian Fresh,1500 g,Produce,Vegetables,2024-08-03,6.61,6.54,0.01,4,26.16,CUS7423,Male,QLD,Credit Card,82B22C35,5
Coles,ITM60074,Tilda,500 g,Pantry,Rice,2025-03-02,19.02,14.27,0.25,3,42.81,CUS3868,Male,NSW,Cash,1156172E,5
Coles,ITM88148,Yoplait,1500 mL,Dairy,Yogurt,2025-04-06,14.25,14.11,0.01,2,28.22,CUS2581,Female,VIC,Debit Card,DBD259B9,5
Coles,ITM96045,Coles Brand,1500 g,Produce,Vegetables,2024-09-28,22.2,17.76,0.2,5,88.8,CUS6618,Female,VIC,Credit Card,16ABB6F8,3
Coles,ITM82173,Monster,1500 mL,Beverages,Energy Drinks,2024-09-08,8.27,7.61,0.08,4,30.44,CUS5710,Female,VIC,Credit Card,80CDFF85,5
Coles,ITM47678,Cadbury,250 g,Snacks,Chocolate,2024-10-25,3.9,3.86,0.01,4,15.44,CUS7999,Female,SA,Credit Card,59142A29,5
Coles,ITM32500,Devondale,500 mL,Dairy,Cheese,2024-07-11,2.15,1.66,0.23,4,6.64,CUS9740,Male,VIC,Debit Card,61D23302,5
Coles,ITM99586,V,2000 mL,Beverages,Energy Drinks,2024-09-06,20.13,17.51,0.13,4,70.04,CUS8905,Female,SA,Credit Card,C807F3D5,4
Coles,ITM49021,Coles Bakery,1 pack,Bakery,Cake,2024-11-30,5.34,4.54,0.15,5,22.7,CUS5839,Female,NSW,Credit Card,49D97F20,5
Coles,ITM49209,Monster,1500 mL,Beverages,Energy Drinks,2024-12-27,18.12,16.85,0.07,2,33.7,CUS2469,Female,NSW,Debit Card,35480CE8,5
Coles,ITM34535,Golden Circle,500 mL,Beverages,Juice,2024-12-29,14.57,13.7,0.06,4,54.8,CUS4311,Female,QLD,Cash,77A153E5,5
Coles,ITM61269,V,2000 mL,Beverages,Energy Drinks,2025-04-19,22.44,21.54,0.04,5,107.7,CUS7171,Male,NSW,Debit Card,4B387F67,4
Coles,ITM45752,Australian Fresh,1500 g,Produce,Vegetables,2024-08-31,14.81,11.85,0.2,4,47.4,CUS9958,Female,SA,Credit Card,F4A440D0,4
Coles,ITM89808,Balfours,2 pack,Bakery,Pastries,2024-07-11,1.77,1.65,0.07,3,4.95,CUS1938,Male,QLD,Credit Card,33360B62,5
Coles,ITM38008,Schweppes,1500 mL,Beverages,Soft Drinks,2024-07-27,15.34,11.97,0.22,1,11.97,CUS6114,Male,SA,Debit Card,79017286,5
Coles,ITM91476,Barilla,1000 g,Pantry,Pasta,2024-05-14,14.83,12.31,0.17,4,49.24,CUS8945,Female,QLD,Credit Card,B8396305,5
Coles,ITM13754,Lindt,200 g,Snacks,Chocolate,2025-01-17,8.04,7.64,0.05,5,38.2,CUS9063,Male,QLD,Credit Card,594582F3,5
Coles,ITM28085,Australian Fresh,1000 g,Produce,Fruits,2024-12-12,22.07,17.21,0.22,2,34.42,CUS2168,Female,SA,Credit Card,B8D71769,2
Coles,ITM32500,Bega,500 mL,Dairy,Cheese,2024-07-11,2.15,1.66,0.23,4,6.64,CUS9740,Male,VIC,Debit Card,61D23302,5
