category,month,price,long_run_mean,seasonality_index
7a4,4,7.246666666666666,7.187945205479452,1.0081694363978249
7a4,5,7.195714285714287,7.187945205479452,1.0010808485614098
7a4,6,7.221666666666667,7.187945205479452,1.0046913909640698
7a4,7,7.25,7.187945205479452,1.0086331757889921
7a4,8,7.16,7.187945205479452,0.9961122122274737
7a4,9,7.21,7.187945205479452,1.003068303094984
7a4,10,7.163333333333333,7.187945205479452,0.996575951618641
7a4,11,7.903333333333333,7.187945205479452,1.0995260964577933
7a4,12,7.703333333333333,7.187945205479452,1.071701732987752
9a6,1,47.357142857142854,51.97178082191781,0.9112087773057634
9a6,2,46.618,51.97178082191781,0.8969867736442854
9a6,3,51.88833333333333,51.97178082191781,0.998394369266075
9a6,4,51.98833333333334,51.97178082191781,1.0003184903644584
9a6,5,52.370000000000005,51.97178082191781,1.0076622192232878
9a6,6,51.73333333333333,51.97178082191781,0.995411981563581
9a6,7,51.4,51.97178082191781,0.9889982445689705
9a6,8,52.145,51.97178082191781,1.0033329467519254
9a6,9,51.98166666666666,51.97178082191781,1.0001902156245661
9a6,10,50.958333333333336,51.97178082191781,0.9805000430511114
9a6,11,57.538333333333334,51.97178082191781,1.1071072113247267
9a6,12,57.49333333333333,51.97178082191781,1.106241356830454
9e6,1,59.64714285714285,67.35821917808218,0.8855213748963178
9e6,2,61.884,67.35821917808218,0.9187297519904825
9e6,3,67.62166666666667,67.35821917808218,1.0039111409386876
9e6,4,66.52833333333334,67.35821917808218,0.9876795162509451
9e6,5,68.39428571428572,67.35821917808218,1.015381441921206
9e6,6,67.77666666666666,67.35821917808218,1.0062122706581387
9e6,7,68.28166666666667,67.35821917808218,1.0137094997440932
9e6,8,66.59833333333334,67.35821917808218,0.9887187361242458
9e6,9,66.65166666666666,67.35821917808218,0.9895105226943792
9e6,10,67.17166666666667,67.35821917808218,0.9972304417531838
9e6,11,76.39,67.35821917808218,1.1340858017347448
9e6,12,71.55333333333333,67.35821917808218,1.0622806571557373
b99,1,50.01714285714286,55.357123287671236,0.9035358032826525
b99,2,51.227999999999994,55.357123287671236,0.9254093594023364
b99,3,54.843333333333334,55.357123287671236,0.9907186298018429
b99,4,55.251666666666665,55.357123287671236,0.998094976495499
b99,5,54.14714285714285,55.357123287671236,0.9781422812699181
b99,6,56.66833333333333,55.357123287671236,1.0236863833918572
b99,7,54.565,55.357123287671236,0.9856906710351465
b99,8,54.95166666666666,55.357123287671236,0.9926756197409761
b99,9,55.15,55.357123287671236,0.9962584167064663
b99,10,56.33833333333333,55.357123287671236,1.017725090961882
b99,11,59.41166666666666,55.357123287671236,1.073243390158217
b99,12,62.11666666666667,55.357123287671236,1.122107923561499
ba6,1,17.28142857142857,19.056575342465756,0.9068485948216812
ba6,2,17.268,19.056575342465756,0.9061439261607469
ba6,3,19.151666666666667,19.056575342465756,1.0049899482195528
ba6,4,19.358333333333334,19.056575342465756,1.0158348488878346
ba6,5,18.74142857142857,19.056575342465756,0.9834625705105098
ba6,6,18.976666666666667,19.056575342465756,0.9958067662020562
ba6,7,18.996666666666666,19.056575342465756,0.9968562727183415
ba6,8,18.881666666666664,19.056575342465756,0.9908216102497008
ba6,9,19.205,19.056575342465756,1.0077886322629803
ba6,10,18.745,19.056575342465756,0.9836499823884179
ba6,11,21.008333333333333,19.056575342465756,1.1024191364813736
ba6,12,21.115,19.056575342465756,1.1080165045682284
c45,1,11.374285714285715,12.472602739726028,0.9119416333254884
c45,2,11.256,12.472602739726028,0.9024579901153212
c45,3,12.411666666666667,12.472602739726028,0.995114406004027
c45,4,12.298333333333332,12.472602739726028,0.9860278235401793
c45,5,12.611428571428572,12.472602739726028,1.0111304620695065
c45,6,12.424999999999999,12.472602739726028,0.996183415705656
c45,7,12.57,12.472602739726028,1.007808896210873
c45,8,12.528333333333334,12.472602739726028,1.0044682408932821
c45,9,12.398333333333333,12.472602739726028,0.9940453963023979
c45,10,12.501666666666667,12.472602739726028,1.0023302214900238
c45,11,13.668333333333335,12.472602739726028,1.0958685703825737
c45,12,13.585,12.472602739726028,1.0891872597473915
c95,1,34.44,38.564109589041095,0.8930583479564361
c95,2,34.668,38.564109589041095,0.8989705809220014
c95,3,39.06666666666667,38.564109589041095,1.013031730357088
c95,4,38.64833333333333,38.564109589041095,1.0021839929714382
c95,5,38.75571428571429,38.564109589041095,1.004968471947493
c95,6,39.21333333333333,38.564109589041095,1.0168349211536503
c95,7,38.525,38.564109589041095,0.998985855256147
c95,8,38.17,38.564109589041095,0.9897804048053767
c95,9,38.074999999999996,38.564109589041095,0.9873169744030577
c95,10,38.01166666666666,38.564109589041095,0.9856746874681784
c95,11,42.73500000000001,38.564109589041095,1.1081547183483829
c95,12,42.46666666666666,38.564109589041095,1.1011966079137627
ca7,1,9.911428571428571,10.984794520547945,0.9022862059812264
ca7,2,9.78,10.984794520547945,0.8903216151841274
ca7,3,10.87,10.984794520547945,0.989549688860068
ca7,4,10.906666666666666,10.984794520547945,0.992887636292592
ca7,5,11.087142857142856,10.984794520547945,1.0093172736552751
ca7,6,10.871666666666668,10.984794520547945,0.9897014137433647
ca7,7,10.935,10.984794520547945,0.9954669593086334
ca7,8,10.958333333333334,10.984794520547945,0.9975911076747851
ca7,9,11.053333333333335,10.984794520547945,1.0062394260226881
ca7,10,10.933333333333332,10.984794520547945,0.9953152344253366
ca7,11,12.203333333333333,10.984794520547945,1.1109295954973042
ca7,12,12.268333333333333,10.984794520547945,1.1168468659458695
d5a,1,34.94571428571429,38.785479452054794,0.9009999303711822
d5a,2,36.016,38.785479452054794,0.9285949409113705
d5a,3,38.29333333333333,38.785479452054794,0.9873110729666282
d5a,4,38.306666666666665,38.785479452054794,0.9876548442315888
d5a,5,38.86142857142857,38.785479452054794,1.0019581843629821
d5a,6,39.06666666666667,38.785479452054794,1.007249806334339
d5a,7,38.50666666666667,38.785479452054794,0.9928114132059968
d5a,8,39.01833333333334,38.785479452054794,1.006003635498857
d5a,9,38.455,38.785479452054794,0.9914792995542746
d5a,10,39.055,38.785479452054794,1.0069490064774982
d5a,11,42.855,38.785479452054794,1.1049238169912479
d5a,12,42.211666666666666,38.785479452054794,1.0883368534569027
d73,1,75.59,84.43493150684931,0.895245589129994
d73,2,75.056,84.43493150684931,0.8889211924558913
d73,3,85.015,84.43493150684931,1.0068700060839586
d73,4,84.7,84.43493150684931,1.003139322652606
d73,5,85.28285714285714,84.43493150684931,1.0100423559405511
d73,6,83.89333333333333,84.43493150684931,0.9935856148178193
d73,7,85.89666666666666,84.43493150684931,1.0173119718785912
d73,8,83.79333333333334,84.43493150684931,0.9924012708713582
d73,9,84.02499999999999,84.43493150684931,0.9951450010139931
d73,10,82.57166666666667,84.43493150684931,0.9779325356587576
d73,11,92.82666666666667,84.43493150684931,1.09938700736835
d73,12,94.33833333333332,84.43493150684931,1.1172903400256877
e1f,1,56.215714285714284,61.62027397260274,0.9122925079935315
e1f,2,55.73,61.62027397260274,0.9044101300941693
e1f,3,61.68,61.62027397260274,1.000969259361356
e1f,4,62.18333333333334,61.62027397260274,1.0091375666551068
e1f,5,61.07714285714286,61.62027397260274,0.9911858373803829
e1f,6,62.375,61.62027397260274,1.0122480147967667
e1f,7,60.885,61.62027397260274,0.9880676614172528
e1f,8,62.47833333333333,61.62027397260274,1.0139249520557487
e1f,9,61.275,61.62027397260274,0.9943967472011525
e1f,10,61.18,61.62027397260274,0.9928550468178948
e1f,11,66.575,61.62027397260274,1.0804074001618398
e1f,12,67.79833333333333,61.62027397260274,1.1002601735181743
e25,1,10.802857142857144,11.844246575342465,0.9120763464471179
e25,2,10.866,11.844246575342465,0.9174074459595434
e25,3,11.933333333333332,11.844246575342465,1.0075215217299114
e25,4,12.086666666666666,11.844246575342465,1.0204673289923627
e25,5,11.727142857142857,11.844246575342465,0.9901130293552486
e25,6,11.803333333333335,11.844246575342465,0.9965457286160941
e25,7,11.553333333333333,11.844246575342465,0.9754384341664449
e25,8,11.903333333333334,11.844246575342465,1.0049886463959536
e25,9,11.78,11.844246575342465,0.9945757144674601
e25,10,11.848333333333334,11.844246575342465,1.000345041617031
e25,11,13.185,11.844246575342465,1.1131987092744875
e25,12,12.671666666666667,11.844246575342465,1.0698583980045415
e79,1,30.797142857142855,35.332054794520545,0.8716487913383123
e79,2,31.639999999999997,35.332054794520545,0.89550410198353
e79,3,34.84666666666667,35.332054794520545,0.9862621030484434
e79,4,35.58,35.332054794520545,1.0070175710674463
e79,5,35.47571428571429,35.332054794520545,1.0040659817842246
e79,6,35.776666666666664,35.332054794520545,1.0125838102179971
e79,7,35.77166666666667,35.332054794520545,1.0124422956633221
e79,8,35.505,35.332054794520545,1.0048948527473212
e79,9,36.01833333333333,35.332054794520545,1.0194236803606231
e79,10,35.09166666666667,35.332054794520545,0.9931963162275194
e79,11,38.94166666666667,35.332054794520545,1.1021625233272851
e79,12,38.656666666666666,35.332054794520545,1.094096193710809
f59,1,58.728571428571435,65.9682191780822,0.8902555224362322
f59,2,58.239999999999995,65.9682191780822,0.8828493587613794
f59,3,66.13166666666666,65.9682191780822,1.0024776701663454
f59,4,65.67833333333333,65.9682191780822,0.9956056742419207
f59,5,66.46285714285715,65.9682191780822,1.007498125172057
f59,6,67.335,65.9682191780822,1.0207187769951491
f59,7,67.34666666666666,65.9682191780822,1.0208956298314396
f59,8,66.58,65.9682191780822,1.0092738720180743
f59,9,64.52833333333334,65.9682191780822,0.978173037521873
f59,10,66.67,65.9682191780822,1.0106381653265997
f59,11,71.57333333333334,65.9682191780822,1.08496688595034
f59,12,72.17999999999999,65.9682191780822,1.0941632334374376
fea,1,65.72428571428571,71.54767123287671,0.9186083150122837
fea,2,65.018,71.54767123287671,0.9087367747914027
fea,3,71.01166666666667,71.54767123287671,0.9925084275005203
fea,4,71.38666666666667,71.54767123287671,0.9977496882367283
fea,5,70.13571428571429,71.54767123287671,0.980265507977657
fea,6,71.54333333333334,71.54767123287671,0.9999393704998553
fea,7,71.815,71.54767123287671,1.0037363727220858
fea,8,71.73,71.54767123287671,1.0025483536218789
fea,9,71.23333333333333,71.54767123287671,0.9956065949579231
fea,10,72.47666666666667,71.54767123287671,1.0129842861099732
fea,11,78.405,71.54767123287671,1.0958427947263822
fea,12,78.21,71.54767123287671,1.093117339143554
